_MEMBER_AD_imp_1 - 94.0-96.0,_MEMBER_AD_imp_1 - 96.0-98.0,_MEMBER_AD_imp_1 - 98.0-100.0,_LogP_AD_imp_1 - 94.0-96.0,_LogP_AD_imp_1 - 96.0-98.0,_LogP_AD_imp_1 - 98.0-100.0,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,0,0,-3.6,0,0,GO:0045824,negative regulation of innate immune response,M100,1,0
1,0,0,-3.6,0,0,GO:0044092,negative regulation of molecular function,M100,1,0
1,0,0,-2.3,0,0,GO:0002820,negative regulation of adaptive immune response,M100,1,0
0,0,1,0,0,-2.7,GO:0042692,muscle cell differentiation,M001,1,0
1,0,0,-3.4,0,0,GO:2000629,negative regulation of miRNA metabolic process,M100,1,0
0,0,1,0,0,-2.2,GO:0090103,cochlea morphogenesis,M001,1,0
0,1,0,0,-2.1,0,WP3640,Imatinib and chronic myeloid leukemia,M010,1,0
0,0,1,0,0,-2.4,GO:0072576,liver morphogenesis,M001,1,0
1,0,0,-2.5,0,0,R-HSA-1839124,FGFR1 mutant receptor activation,M100,1,0
0,1,0,0,-2.8,0,GO:0061024,membrane organization,M010,1,0
0,0,1,0,0,-4.8,GO:0048562,embryonic organ morphogenesis,M001,1,0
0,0,1,0,0,-4.1,GO:0002697,regulation of immune effector process,M001,1,0
1,0,0,-2,0,0,GO:1904705,regulation of vascular associated smooth muscle cell proliferation,M100,1,0
0,0,1,0,0,-3,R-HSA-2172127,DAP12 interactions,M001,1,0
0,0,1,0,0,-3,GO:0051048,negative regulation of secretion,M001,1,0
1,0,0,-3,0,0,M145,PID P53 DOWNSTREAM PATHWAY,M100,1,0
0,0,1,0,0,-3,GO:0051607,defense response to virus,M001,1,0
1,0,0,-3.3,0,0,hsa04148,Efferocytosis,M100,1,0
0,0,1,0,0,-2.1,GO:0048704,embryonic skeletal system morphogenesis,M001,1,0
0,0,1,0,0,-2.1,GO:0055117,regulation of cardiac muscle contraction,M001,1,0
1,0,0,-2.5,0,0,R-HSA-168142,Toll Like Receptor 10 (TLR10) Cascade,M100,1,0
1,0,0,-2.8,0,0,hsa04659,Th17 cell differentiation,M100,1,0
1,0,0,-2.5,0,0,GO:0002719,negative regulation of cytokine production involved in immune response,M100,1,0
0,0,1,0,0,-2.9,hsa05202,Transcriptional misregulation in cancer,M001,1,0
0,1,0,0,-2.5,0,GO:2001233,regulation of apoptotic signaling pathway,M010,1,0
1,0,0,-2.1,0,0,GO:0045860,positive regulation of protein kinase activity,M100,1,0
0,0,1,0,0,-3.1,GO:0032409,regulation of transporter activity,M001,1,0
0,0,1,0,0,-2.8,GO:0032673,regulation of interleukin-4 production,M001,1,0
1,0,0,-2.6,0,0,M33,PID GLYPICAN 1PATHWAY,M100,1,0
1,0,0,-2.9,0,0,GO:0070371,ERK1 and ERK2 cascade,M100,1,0
0,1,0,0,-2.4,0,GO:0070100,negative regulation of chemokine-mediated signaling pathway,M010,1,0
0,0,1,0,0,-3.1,M223,PID BETA CATENIN NUC PATHWAY,M001,1,0
0,0,1,0,0,-2.2,GO:0043009,chordate embryonic development,M001,1,0
1,0,0,-2.6,0,0,GO:0040008,regulation of growth,M100,1,0
0,0,1,0,0,-2.8,GO:0032479,regulation of type I interferon production,M001,1,0
0,1,0,0,-2.4,0,WP1772,Apoptosis modulation and signaling,M010,1,0
1,0,0,-2.5,0,0,R-HSA-168176,Toll Like Receptor 5 (TLR5) Cascade,M100,1,0
1,0,0,-2.7,0,0,GO:0060336,negative regulation of type II interferon-mediated signaling pathway,M100,1,0
1,0,0,-2.2,0,0,GO:0032722,positive regulation of chemokine production,M100,1,0
0,0,1,0,0,-2.5,GO:0090287,regulation of cellular response to growth factor stimulus,M001,1,0
0,0,1,0,0,-2.3,GO:0001568,blood vessel development,M001,1,0
1,0,0,-2.4,0,0,GO:0043537,negative regulation of blood vessel endothelial cell migration,M100,1,0
0,0,1,0,0,-2.9,GO:0050764,regulation of phagocytosis,M001,1,0
1,0,0,-2.8,0,0,GO:0051897,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,M100,1,0
1,0,0,-3.1,0,0,R-HSA-111448,Activation of NOXA and translocation to mitochondria,M100,1,0
1,0,0,-2.6,0,0,GO:0090398,cellular senescence,M100,1,0
0,0,1,0,0,-2.7,GO:0030859,polarized epithelial cell differentiation,M001,1,0
0,0,1,0,0,-2.5,GO:0014896,muscle hypertrophy,M001,1,0
0,0,1,0,0,-2,GO:0030810,positive regulation of nucleotide biosynthetic process,M001,1,0
1,0,0,-3.7,0,0,WP2795,Cardiac hypertrophic response,M100,1,0
0,1,0,0,-2.4,0,GO:0035455,response to interferon-alpha,M010,1,0
0,0,1,0,0,-3.8,GO:0002833,positive regulation of response to biotic stimulus,M001,1,0
0,0,1,0,0,-2.2,GO:0060638,mesenchymal-epithelial cell signaling,M001,1,0
0,0,1,0,0,-2.8,WP3931,Embryonic stem cell pluripotency pathways,M001,1,0
0,0,1,0,0,-2.2,GO:0141091,transforming growth factor beta receptor superfamily signaling pathway,M001,1,0
0,0,1,0,0,-2.7,GO:0002483,antigen processing and presentation of endogenous peptide antigen,M001,1,0
0,0,1,0,0,-2.8,GO:0022029,telencephalon cell migration,M001,1,0
1,0,0,-2.7,0,0,GO:0060331,negative regulation of response to type II interferon,M100,1,0
0,0,1,0,0,-2.6,GO:0045621,positive regulation of lymphocyte differentiation,M001,1,0
1,0,0,-2.4,0,0,GO:0048663,neuron fate commitment,M100,1,0
0,0,1,0,0,-2.4,GO:0060900,embryonic camera-type eye formation,M001,1,0
0,0,1,0,0,-2.1,M54,PID IL12 2PATHWAY,M001,1,0
0,0,1,0,0,-4.4,GO:0032103,positive regulation of response to external stimulus,M001,1,0
0,0,1,0,0,-2.9,GO:0001959,regulation of cytokine-mediated signaling pathway,M001,1,0
0,0,1,0,0,-3.4,WP4217,Ebola virus infection in host,M001,1,0
0,0,1,0,0,-2.1,GO:0002708,positive regulation of lymphocyte mediated immunity,M001,1,0
0,0,1,0,0,-3.6,GO:0001916,positive regulation of T cell mediated cytotoxicity,M001,1,0
0,0,1,0,0,-3.4,GO:1904062,regulation of monoatomic cation transmembrane transport,M001,1,0
0,0,1,0,0,-2.4,GO:0002428,antigen processing and presentation of peptide antigen via MHC class Ib,M001,1,0
0,0,1,0,0,-2,WP4258,lncRNA in canonical Wnt signaling and colorectal cancer,M001,1,0
0,0,1,0,0,-2.4,R-HSA-2871796,FCERI mediated MAPK activation,M001,1,0
0,0,1,0,0,-2.5,GO:0061035,regulation of cartilage development,M001,1,0
0,1,0,0,-2.2,0,R-HSA-75158,TRAIL  signaling,M010,1,0
0,0,1,0,0,-3.8,GO:0002887,negative regulation of myeloid leukocyte mediated immunity,M001,1,0
1,0,0,-2.3,0,0,GO:0001667,ameboidal-type cell migration,M100,1,0
0,0,1,0,0,-2.5,GO:0003214,cardiac left ventricle morphogenesis,M001,1,0
1,0,0,-2.3,0,0,GO:0045687,positive regulation of glial cell differentiation,M100,1,0
1,0,0,-2.3,0,0,R-HSA-168138,Toll Like Receptor 9 (TLR9) Cascade,M100,1,0
0,0,1,0,0,-3.9,GO:0030100,regulation of endocytosis,M001,1,0
0,1,0,0,-2.9,0,GO:0002526,acute inflammatory response,M010,1,0
0,1,0,0,-2.9,0,GO:0031330,negative regulation of cellular catabolic process,M010,1,0
0,0,1,0,0,-2.2,GO:0046641,positive regulation of alpha-beta T cell proliferation,M001,1,0
0,0,1,0,0,-2.4,GO:0060021,roof of mouth development,M001,1,0
0,0,1,0,0,-2.4,GO:0072574,hepatocyte proliferation,M001,1,0
1,0,0,-2.4,0,0,GO:0048864,stem cell development,M100,1,0
0,0,1,0,0,-4,GO:0051051,negative regulation of transport,M001,1,0
0,0,1,0,0,-2.3,R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",M001,1,0
0,0,1,0,0,-2.2,GO:0001738,morphogenesis of a polarized epithelium,M001,1,0
0,0,1,0,0,-2,GO:0045198,establishment of epithelial cell apical/basal polarity,M001,1,0
0,0,1,0,0,-2.6,WP1544,MicroRNAs in cardiomyocyte hypertrophy,M001,1,0
1,0,0,-2.9,0,0,GO:0060330,regulation of response to type II interferon,M100,1,0
0,0,1,0,0,-2.2,GO:0002053,positive regulation of mesenchymal cell proliferation,M001,1,0
0,0,1,0,0,-2.2,hsa04145,Phagosome,M001,1,0
1,0,0,-2.1,0,0,M290,PID IL12 STAT4 PATHWAY,M100,1,0
0,1,0,0,-2.1,0,GO:0031398,positive regulation of protein ubiquitination,M010,1,0
0,0,1,0,0,-2.3,GO:0035050,embryonic heart tube development,M001,1,0
0,0,1,0,0,-2,GO:0021542,dentate gyrus development,M001,1,0
0,0,1,0,0,-2.4,GO:0060333,type II interferon-mediated signaling pathway,M001,1,0
1,0,0,-2.3,0,0,GO:0043368,positive T cell selection,M100,1,0
0,0,1,0,0,-3.4,GO:0060537,muscle tissue development,M001,1,0
0,0,1,0,0,-2.3,GO:0090066,regulation of anatomical structure size,M001,1,0
0,0,1,0,0,-2.1,GO:0034764,positive regulation of transmembrane transport,M001,1,0
0,1,0,0,-2.6,0,hsa05221,Acute myeloid leukemia,M010,1,0
1,0,0,-2.4,0,0,R-HSA-190373,FGFR1c ligand binding and activation,M100,1,0
0,0,1,0,0,-5.1,GO:0048568,embryonic organ development,M001,1,0
0,0,1,0,0,-3.1,R-HSA-9658195,Leishmania infection,M001,1,0
0,0,1,0,0,-2,GO:0003281,ventricular septum development,M001,1,0
1,0,0,-2.4,0,0,R-HSA-975138,TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation,M100,1,0
0,0,1,0,0,-2.7,hsa05203,Viral carcinogenesis,M001,1,0
1,0,0,-3.2,0,0,R-HSA-1912408,Pre-NOTCH Transcription and Translation,M100,1,0
0,0,1,0,0,-3.4,GO:0050865,regulation of cell activation,M001,1,0
0,0,1,0,0,-2.7,GO:1904862,inhibitory synapse assembly,M001,1,0
1,0,0,-2.7,0,0,R-HSA-9700645,ALK mutants bind TKIs,M100,1,0
0,0,1,0,0,-3.3,GO:0002703,regulation of leukocyte mediated immunity,M001,1,0
1,0,0,-3.2,0,0,hsa04061,Viral protein interaction with cytokine and cytokine receptor,M100,1,0
1,0,0,-2,0,0,GO:2001054,negative regulation of mesenchymal cell apoptotic process,M100,1,0
1,0,0,-3.4,0,0,GO:0045953,negative regulation of natural killer cell mediated cytotoxicity,M100,1,0
0,1,0,0,-2.5,0,GO:1900182,positive regulation of protein localization to nucleus,M010,1,0
0,0,1,0,0,-4.6,GO:0061061,muscle structure development,M001,1,0
0,0,1,0,0,-2.4,GO:0048565,digestive tract development,M001,1,0
1,0,0,-2.1,0,0,GO:0002710,negative regulation of T cell mediated immunity,M100,1,0
1,0,0,-2.7,0,0,GO:0043433,negative regulation of DNA-binding transcription factor activity,M100,1,0
1,0,0,-2,0,0,GO:1904672,regulation of somatic stem cell population maintenance,M100,1,0
0,1,0,0,-2.1,0,GO:0007033,vacuole organization,M010,1,0
1,0,0,-2.4,0,0,GO:0003416,endochondral bone growth,M100,1,0
0,0,1,0,0,-2.3,R-HSA-909733,Interferon alpha/beta signaling,M001,1,0
1,0,0,-2.7,0,0,R-HSA-5654219,Phospholipase C-mediated cascade: FGFR1,M100,1,0
0,0,1,0,0,-2.5,GO:0045582,positive regulation of T cell differentiation,M001,1,0
0,0,1,0,0,-3.1,GO:0048048,embryonic eye morphogenesis,M001,1,0
1,0,0,-2.7,0,0,GO:1904892,regulation of receptor signaling pathway via STAT,M100,1,0
1,0,0,-3.1,0,0,GO:0060420,regulation of heart growth,M100,1,0
0,0,1,0,0,-2.4,GO:0010880,regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum,M001,1,0
1,0,0,-2,0,0,R-HSA-6803211,TP53 Regulates Transcription of Death Receptors and Ligands,M100,1,0
0,1,0,0,-2.2,0,M26,PID NFKAPPAB ATYPICAL PATHWAY,M010,1,0
1,0,0,-2.2,0,0,GO:0070243,regulation of thymocyte apoptotic process,M100,1,0
0,1,0,0,-2.1,0,M17,PID NOTCH PATHWAY,M010,1,0
0,0,1,0,0,-2.2,WP4211,Transcriptional cascade regulating adipogenesis,M001,1,0
0,0,1,0,0,-2.5,GO:0035051,cardiocyte differentiation,M001,1,0
0,0,1,0,0,-2,GO:0002758,innate immune response-activating signaling pathway,M001,1,0
0,0,1,0,0,-2.9,R-HSA-9843745,Adipogenesis,M001,1,0
0,0,1,0,0,-2.7,GO:0097067,cellular response to thyroid hormone stimulus,M001,1,0
1,0,0,-2.7,0,0,GO:1903053,regulation of extracellular matrix organization,M100,1,0
0,0,1,0,0,-2.3,GO:0034330,cell junction organization,M001,1,0
1,0,0,-2,0,0,R-HSA-168164,Toll Like Receptor 3 (TLR3) Cascade,M100,1,0
0,0,1,0,0,-2.4,GO:0002263,cell activation involved in immune response,M001,1,0
1,0,0,-2.2,0,0,WP4304,Oligodendrocyte specification and differentiation leading to myelin components for CNS,M100,1,0
0,0,1,0,0,-2.2,R-HSA-2219530,Constitutive Signaling by Aberrant PI3K in Cancer,M001,1,0
0,1,0,0,-3.3,0,GO:0046822,regulation of nucleocytoplasmic transport,M010,1,0
0,0,1,0,0,-3,GO:0043410,positive regulation of MAPK cascade,M001,1,0
0,0,1,0,0,-2.6,GO:0021885,forebrain cell migration,M001,1,0
1,0,0,-2.4,0,0,GO:0090077,foam cell differentiation,M100,1,0
0,0,1,0,0,-2,GO:0021889,olfactory bulb interneuron differentiation,M001,1,0
0,0,1,0,0,-2.9,M1315,SIG PIP3 SIGNALING IN B LYMPHOCYTES,M001,1,0
0,1,0,0,-2,0,GO:0061842,microtubule organizing center localization,M010,1,0
0,0,1,0,0,-4.2,GO:0031349,positive regulation of defense response,M001,1,0
0,1,0,0,-2.4,0,R-HSA-9705462,Inactivation of CSF3 (G-CSF) signaling,M010,1,0
0,0,1,0,0,-2.1,GO:0120035,regulation of plasma membrane bounded cell projection organization,M001,1,0
0,1,0,0,-3.3,0,GO:0032386,regulation of intracellular transport,M010,1,0
0,0,1,0,0,-2.9,GO:0071772,response to BMP,M001,1,0
0,0,1,0,0,-2.9,GO:0045586,regulation of gamma-delta T cell differentiation,M001,1,0
0,0,1,0,0,-3.3,GO:0022604,regulation of cell morphogenesis,M001,1,0
1,0,0,-3.4,0,0,GO:1902894,negative regulation of miRNA transcription,M100,1,0
0,0,1,0,0,-2.1,hsa05322,Systemic lupus erythematosus,M001,1,0
0,0,1,0,0,-2.5,GO:0007219,Notch signaling pathway,M001,1,0
0,1,0,0,-2.4,0,GO:0007413,axonal fasciculation,M010,1,0
0,0,1,0,0,-2.5,GO:0060411,cardiac septum morphogenesis,M001,1,0
1,0,0,-3.3,0,0,GO:0001818,negative regulation of cytokine production,M100,1,0
0,0,1,0,0,-3.7,M183,PID IL6 7 PATHWAY,M001,1,0
0,1,0,0,-2.1,0,R-HSA-400253,Circadian Clock,M010,1,0
1,0,0,-2.2,0,0,GO:0061383,trabecula morphogenesis,M100,1,0
1,0,0,-2.1,0,0,GO:0060043,regulation of cardiac muscle cell proliferation,M100,1,0
0,0,1,0,0,-2.4,GO:0002475,antigen processing and presentation via MHC class Ib,M001,1,0
0,1,0,0,-3.5,0,R-HSA-9607240,FLT3 Signaling,M010,1,0
0,1,0,0,-2.8,0,hsa05207,Chemical carcinogenesis - receptor activation,M010,1,0
0,0,1,0,0,-2.5,GO:0045807,positive regulation of endocytosis,M001,1,0
0,0,1,0,0,-2.4,GO:0051249,regulation of lymphocyte activation,M001,1,0
0,0,1,0,0,-2.4,M5493,WNT SIGNALING,M001,1,0
1,0,0,-3.1,0,0,R-HSA-1839122,Signaling by activated point mutants of FGFR1,M100,1,0
0,1,0,0,-2.3,0,GO:0006873,intracellular monoatomic ion homeostasis,M010,1,0
0,0,1,0,0,-3.9,GO:0035108,limb morphogenesis,M001,1,0
1,0,0,-2.5,0,0,GO:0072207,metanephric epithelium development,M100,1,0
0,0,1,0,0,-2,GO:0043301,negative regulation of leukocyte degranulation,M001,1,0
