_MEMBER_M19050.Micro,_MEMBER_M19050.OPC,_MEMBER_M19050.Oligo,_MEMBER_M59593.Micro,_MEMBER_M59593.OPC,_MEMBER_M59593.Oligo,_MEMBER_Specific,_LogP_M19050.Micro,_LogP_M19050.OPC,_LogP_M19050.Oligo,_LogP_M59593.Micro,_LogP_M59593.OPC,_LogP_M59593.Oligo,_LogP_Specific,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,0,0,1,0,0,0,-3.3,0,0,-2.4,0,0,0,C0867389,M1001000,2,0,DisGeNET,35,Chronic graft-versus-host disease,,-3.3,11,6,30304,241,47,4,8.5,4.1,3119|4988|5293|6850,HLA-DQB1|OPRM1|PIK3CD|SYK,-1.7,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3.3,C0410207,M0000001,1,0,DisGeNET,35,Tubular Aggregate Myopathy,,-3.3,11,6,30304,67,168,4,2.4,1.2,1523|3479|6935|55636,CUX1|IGF1|ZEB1|CHD7,-1.7,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3.3,C3714636,M0000001,1,0,DisGeNET,35,Pneumonitis,,-3.3,3.1,4.2,30304,696,168,12,7.1,2,1462|1523|2297|3479|3727|4773|5337|6095|6863|6935|7450|30009,VCAN|CUX1|FOXD1|IGF1|JUND|NFATC2|PLD1|RORA|TAC1|ZEB1|VWF|TBX21,-1.7,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3.3,C0020295,M0000001,1,0,DisGeNET,35,Hydronephrosis,,-3.3,5,4.8,30304,252,168,7,4.2,1.5,5337|7450|9839|26040|55636|63976|64321,PLD1|VWF|ZEB2|SETBP1|CHD7|PRDM16|SOX17,-1.7,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3.3,C0279583,M0000001,1,0,DisGeNET,35,Childhood T Acute Lymphoblastic Leukemia,,-3.3,7.6,5.4,30304,119,168,5,3,1.3,2322|4208|4854|6886|63976,FLT3|MEF2C|NOTCH3|TAL1|PRDM16,-1.7,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3.3,C0025945,M0000001,1,0,DisGeNET,35,"Microangiopathy, Diabetic",,-3.3,19,7.1,30304,29,168,3,1.8,1,114|1390|3479,ADCY8|CREM|IGF1,-1.7,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3.3,C0152438,M0000001,1,0,DisGeNET,35,Sprengel deformity,,-3.3,19,7.1,30304,29,168,3,1.8,1,6909|6926|7068,TBX2|TBX3|THRB,-1.7,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3.3,C4021242,M0000001,1,0,DisGeNET,35,Hypoplasia of the zygomatic bone,,-3.3,19,7.1,30304,29,168,3,1.8,1,860|1301|55636,RUNX2|COL11A1|CHD7,-1.7,0
0,0,0,1,0,1,1,0,0,0,-3.3,0,-2.2,-2.3,C0003130,M0001011,3,0,DisGeNET,35,Anoxia,,-3.3,11,5.9,30304,287,40,4,10,4.7,241|1316|2705|3779,ALOX5AP|KLF6|GJB1|KCNMB1,-1.7,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3.3,C0151779,M0000001,1,0,DisGeNET,35,Cutaneous Melanoma,,-3.3,3.6,4.3,30304,507,168,10,6,1.8,864|1523|3479|4602|6095|6256|6663|51162|63976|81704,RUNX3|CUX1|IGF1|MYB|RORA|RXRA|SOX10|EGFL7|PRDM16|DOCK8,-1.7,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3.3,C0428883,M0000001,1,0,DisGeNET,35,Diastolic blood pressure,,-3.3,3.6,4.3,30304,507,168,10,6,1.8,1879|2078|2122|4773|5080|6909|55553|63976|143872|222553,EBF1|ERG|MECOM|NFATC2|PAX6|TBX2|SOX6|PRDM16|ARHGAP42|SLC35F1,-1.7,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3.2,C0221369,M0000001,1,0,DisGeNET,35,Acquired Camptodactyly,,-3.2,7.5,5.3,30304,120,168,5,3,1.3,1301|3479|9935|26040|55636,COL11A1|IGF1|MAFB|SETBP1|CHD7,-1.7,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3.2,C0205647,M0000001,1,0,DisGeNET,35,Follicular adenoma,,-3.2,5.9,5,30304,183,168,6,3.6,1.4,860|2322|3479|4602|6256|6573,RUNX2|FLT3|IGF1|MYB|RXRA|SLC19A1,-1.7,0
1,0,0,0,0,0,1,-2.1,0,0,0,0,0,-3.2,C0018939,M1000001,2,0,DisGeNET,35,Hematological Disease,,-3.2,5,4.7,30304,255,168,7,4.2,1.5,2322|4602|6863|6886|7450|9839|10320,FLT3|MYB|TAC1|TAL1|VWF|ZEB2|IKZF1,-1.7,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3.2,C0034194,M0000001,1,0,DisGeNET,35,Pyloric Stenosis,,-3.2,7.5,5.3,30304,121,168,5,3,1.3,3909|6926|55636|63976|170302,LAMA3|TBX3|CHD7|PRDM16|ARX,-1.7,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3.2,C0271183,M0000001,1,0,DisGeNET,35,Severe myopia,,-3.2,5.9,5,30304,184,168,6,3.6,1.4,1301|3479|5080|5915|6573|9839,COL11A1|IGF1|PAX6|RARB|SLC19A1|ZEB2,-1.7,0
0,0,0,0,1,0,1,0,0,0,0,-2.4,0,-3.2,C0740858,M0000101,2,0,DisGeNET,35,Substance abuse problem,,-3.2,5.9,4.9,30304,185,168,6,3.6,1.4,1390|5137|6886|10215|79750|167465,CREM|PDE1C|TAL1|OLIG2|ZNF385D|ZNF366,-1.7,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3.2,C0175699,M0000001,1,0,DisGeNET,35,Saethre-Chotzen Syndrome,,-3.2,18,7,30304,30,168,3,1.8,1,860|6938|9734,RUNX2|TCF12|HDAC9,-1.7,0
1,0,0,0,0,0,1,-3.2,0,0,0,0,0,-2.8,C0031099,M1000001,2,0,DisGeNET,35,Periodontitis,,-3.2,5.7,4.9,30304,680,47,6,13,4.9,712|860|4988|5293|6850|7903,C1QA|RUNX2|OPRM1|PIK3CD|SYK|ST8SIA4,-1.7,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3.2,C0410528,M0000001,1,0,DisGeNET,35,Skeletal dysplasia,,-3.2,5.8,4.9,30304,186,168,6,3.6,1.4,658|860|1301|5745|6663|55636,BMPR1B|RUNX2|COL11A1|PTH1R|SOX10|CHD7,-1.7,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3.2,C0004368,M0000001,1,0,DisGeNET,35,Autoimmune state,,-3.2,10,5.8,30304,70,168,4,2.4,1.2,2321|3663|6925|55636,FLT1|IRF5|TCF4|CHD7,-1.7,0
1,0,0,0,0,0,0,-3.2,0,0,0,0,0,0,C1332922,M1000000,1,0,DisGeNET,35,Cervical Squamous Intraepithelial Neoplasia,,-3.2,18,6.9,30304,109,47,3,6.4,3.6,2180|3119|5452,ACSL1|HLA-DQB1|POU2F2,-1.7,0
1,0,0,0,0,0,1,-3.2,0,0,0,0,0,-2.4,C0020429,M1000001,2,0,DisGeNET,35,Hyperalgesia,,-3.2,7.1,5.2,30304,451,47,5,11,4.5,409|3786|4988|5293|57817,ARRB2|KCNQ3|OPRM1|PIK3CD|HAMP,-1.7,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3.2,C0014170,M0000001,1,0,DisGeNET,35,Endometrial Neoplasms,,-3.2,4.8,4.6,30304,261,168,7,4.2,1.5,864|1462|2113|2308|3479|5915|6935,RUNX3|VCAN|ETS1|FOXO1|IGF1|RARB|ZEB1,-1.7,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3.2,C1395512,M0000001,1,0,DisGeNET,35,Placental dysfunction,,-3.2,17,6.8,30304,31,168,3,1.8,1,2321|3479|5745,FLT1|IGF1|PTH1R,-1.7,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3.2,C0521620,M0000001,1,0,DisGeNET,35,Dilatation of ureter,,-3.2,10,5.7,30304,72,168,4,2.4,1.2,2296|5337|26040|64321,FOXC1|PLD1|SETBP1|SOX17,-1.7,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3.2,C4728046,M0000001,1,0,DisGeNET,35,Diabetic wound,,-3.2,10,5.7,30304,72,168,4,2.4,1.2,2308|3479|6935|7857,FOXO1|IGF1|ZEB1|SCG2,-1.7,0
0,1,0,0,0,0,0,0,-3.1,0,0,0,0,0,C0149940,M0100000,1,0,DisGeNET,35,Sciatic Neuropathy,,-3.1,17,6.8,30304,115,46,3,6.5,3.6,1392|5125|6256,CRH|PCSK5|RXRA,-1.7,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3.1,C1854114,M0000001,1,0,DisGeNET,35,Short nose,,-3.1,4.8,4.6,30304,265,168,7,4.2,1.5,1301|4094|4208|5745|6925|10082|26040,COL11A1|MAF|MEF2C|PTH1R|TCF4|GPC6|SETBP1,-1.7,0
1,0,0,0,0,0,0,-3.1,0,0,0,0,0,0,C4277682,M1000000,1,0,DisGeNET,35,Chemical and Drug Induced Liver Injury,,-3.1,7,5.1,30304,461,47,5,11,4.5,2180|3119|6916|7100|57817,ACSL1|HLA-DQB1|TBXAS1|TLR5|HAMP,-1.7,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3.1,C0019214,M0000001,1,0,DisGeNET,35,Hepatosplenomegaly,,-3.1,7.1,5.1,30304,127,168,5,3,1.3,2122|2322|6925|7450|23022,MECOM|FLT3|TCF4|VWF|PALLD,-1.6,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3.1,C4025846,M0000001,1,0,DisGeNET,35,Abnormality of vision,,-3.1,7.1,5.1,30304,127,168,5,3,1.3,2321|3786|5080|6663|55636,FLT1|KCNQ3|PAX6|SOX10|CHD7,-1.6,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3.1,C0013261,M0000001,1,0,DisGeNET,35,Duane Retraction Syndrome,,-3.1,17,6.7,30304,32,168,3,1.8,1,9935|55636|170302,MAFB|CHD7|ARX,-1.6,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3.1,C0026603,M0000001,1,0,DisGeNET,35,Motion Sickness,,-3.1,17,6.7,30304,32,168,3,1.8,1,11281|63976|221935,POU6F2|PRDM16|SDK1,-1.6,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3.1,C1332199,M0000001,1,0,DisGeNET,35,Adult Desmoplastic Small Round Cell Tumor,,-3.1,17,6.7,30304,32,168,3,1.8,1,2078|2308|4773,ERG|FOXO1|NFATC2,-1.6,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3.1,C1332966,M0000001,1,0,DisGeNET,35,Childhood Desmoplastic Small Round Cell Tumor,,-3.1,17,6.7,30304,32,168,3,1.8,1,2078|2308|4773,ERG|FOXO1|NFATC2,-1.6,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3.1,C1856872,M0000001,1,0,DisGeNET,35,Down-sloping shoulders,,-3.1,17,6.7,30304,32,168,3,1.8,1,860|6909|55636,RUNX2|TBX2|CHD7,-1.6,0
0,1,0,0,0,0,0,0,-3.1,0,0,0,0,0,C0022578,M0100000,1,0,DisGeNET,35,Keratoconus,,-3.1,9.8,5.7,30304,269,46,4,8.7,4.2,6256|6935|23418|170691,RXRA|ZEB1|CRB1|ADAMTS17,-1.6,0
1,0,0,0,0,0,1,-2.9,0,0,0,0,0,-3.1,C0024131,M1000001,2,0,DisGeNET,35,Lupus Vulgaris,,-3.1,3.4,4.2,30304,526,168,10,6,1.8,639|1390|2113|3663|4810|5788|6935|7450|9734|30009,PRDM1|CREM|ETS1|IRF5|NHS|PTPRC|ZEB1|VWF|HDAC9|TBX21,-1.6,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3.1,C0027626,M0000001,1,0,DisGeNET,35,Neoplasm Invasiveness,,-3.1,5.6,4.8,30304,193,168,6,3.6,1.4,2113|3479|5080|6539|6935|9839,ETS1|IGF1|PAX6|SLC6A12|ZEB1|ZEB2,-1.6,0
1,0,0,0,0,0,0,-3.1,0,0,0,0,0,0,C4721414,M1000000,1,0,DisGeNET,35,Mantle cell lymphoma,,-3.1,6.9,5.1,30304,466,47,5,11,4.5,860|5293|5359|6850|7462,RUNX2|PIK3CD|PLSCR1|SYK|LAT2,-1.6,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3.1,C0266544,M0000001,1,0,DisGeNET,35,Microcornea,,-3.1,7,5.1,30304,129,168,5,3,1.3,4094|4810|5080|9839|9935,MAF|NHS|PAX6|ZEB2|MAFB,-1.6,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3.1,C1848673,M0000001,1,0,DisGeNET,35,Hypoplastic feet,,-3.1,7,5.1,30304,129,168,5,3,1.3,658|1301|5745|57477|63976,BMPR1B|COL11A1|PTH1R|SHROOM4|PRDM16,-1.6,0
0,0,0,0,1,0,1,0,0,0,0,-2.2,0,-3.1,C3811653,M0000101,2,0,DisGeNET,35,Experimental Organism Basal Cell Carcinoma,,-3.1,3.7,4.3,30304,437,168,9,5.4,1.7,794|860|864|2321|4602|5788|5915|6663|6863,CALB2|RUNX2|RUNX3|FLT1|MYB|PTPRC|RARB|SOX10|TAC1,-1.6,0
0,0,0,0,1,0,0,0,0,0,0,-3.1,0,0,C0349782,M0000100,1,0,DisGeNET,35,Ischemic cardiomyopathy,,-3.1,17,6.6,30304,110,50,3,6,3.4,55083|58480|65108,KIF26B|RHOU|MARCKSL1,-1.6,0
0,0,0,0,1,0,1,0,0,0,0,-2.4,0,-3.1,C1527349,M0000101,2,0,DisGeNET,35,Ductal Breast Carcinoma,,-3.1,5.5,4.7,30304,196,168,6,3.6,1.4,864|2078|2321|3663|4854|170691,RUNX3|ERG|FLT1|IRF5|NOTCH3|ADAMTS17,-1.6,0
1,0,0,0,0,0,0,-3.1,0,0,0,0,0,0,C0022638,M1000000,1,0,DisGeNET,35,Ketosis,,-3.1,16,6.6,30304,119,47,3,6.4,3.6,2710|5293|5467,GK|PIK3CD|PPARD,-1.6,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3.1,C0025286,M0000001,1,0,DisGeNET,35,Meningioma,,-3.1,3.1,4,30304,634,168,11,6.5,1.9,864|1462|2034|2113|2321|3479|4983|5788|6663|6935|6938,RUNX3|VCAN|EPAS1|ETS1|FLT1|IGF1|OPHN1|PTPRC|SOX10|ZEB1|TCF12,-1.6,0
1,0,0,0,0,0,0,-3.1,0,0,0,0,0,0,C0520679,M1000000,1,0,DisGeNET,35,"Sleep Apnea, Obstructive",,-3.1,6.7,5,30304,480,47,5,11,4.5,3119|4988|5293|23659|57817,HLA-DQB1|OPRM1|PIK3CD|PLA2G15|HAMP,-1.6,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3.1,C1849020,M0000001,1,0,DisGeNET,35,Short metatarsal,,-3.1,16,6.5,30304,34,168,3,1.8,1,658|3516|6925,BMPR1B|RBPJ|TCF4,-1.6,0
1,0,1,1,0,0,1,-2.7,0,-2.2,-3.1,0,0,-2.9,C0151650,M1011001,4,0,DisGeNET,35,Renal fibrosis,,-3.1,6.6,4.9,30304,570,40,5,12,5.2,1051|2119|2705|4055|5321,CEBPB|ETV5|GJB1|LTBR|PLA2G4A,-1.6,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3,C0013473,M0000001,1,0,DisGeNET,35,Eating Disorders,,-3,6.8,5,30304,133,168,5,3,1.3,1523|3479|4306|4810|6886,CUX1|IGF1|NR3C2|NHS|TAL1,-1.6,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3,C0029925,M0000001,1,0,DisGeNET,35,Ovarian Carcinoma,,-3,3.3,4.1,30304,539,168,10,6,1.8,864|2113|2122|2308|2321|3479|6935|9839|23022|55083,RUNX3|ETS1|MECOM|FOXO1|FLT1|IGF1|ZEB1|ZEB2|PALLD|KIF26B,-1.6,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3,C0023493,M0000001,1,0,DisGeNET,35,Adult T-Cell Lymphoma/Leukemia,,-3,3.3,4.1,30304,540,168,10,6,1.8,1523|2113|3727|4602|5966|6886|6935|11214|63976|93986,CUX1|ETS1|JUND|MYB|REL|TAL1|ZEB1|AKAP13|PRDM16|FOXP2,-1.6,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3,C3469521,M0000001,1,0,DisGeNET,35,"FANCONI ANEMIA, COMPLEMENTATION GROUP A (disorder)",,-3,4,4.3,30304,359,168,8,4.8,1.6,864|2122|3479|4208|5080|6925|26040|63876,RUNX3|MECOM|IGF1|MEF2C|PAX6|TCF4|SETBP1|PKNOX2,-1.6,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3,C0423113,M0000001,1,0,DisGeNET,35,Telecanthus,,-3,6.7,5,30304,134,168,5,3,1.3,1301|2296|5745|6663|9935,COL11A1|FOXC1|PTH1R|SOX10|MAFB,-1.6,0
1,0,0,0,0,0,1,-3,0,0,0,0,0,-2.8,C0020443,M1000001,2,0,DisGeNET,35,Hypercholesterolemia,,-3,6.6,4.9,30304,489,47,5,11,4.5,5293|7462|7903|11309|23659,PIK3CD|LAT2|ST8SIA4|SLCO2B1|PLA2G15,-1.6,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3,C0264490,M0000001,1,0,DisGeNET,35,Acute respiratory failure,,-3,9.3,5.4,30304,78,168,4,2.4,1.2,5915|6909|6926|7450,RARB|TBX2|TBX3|VWF,-1.6,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3,C4321245,M0000001,1,0,DisGeNET,35,Cleft lip or lips,,-3,9.3,5.4,30304,78,168,4,2.4,1.2,860|6573|9935|27324,RUNX2|SLC19A1|MAFB|TOX3,-1.6,0
0,0,0,0,1,0,1,0,0,0,0,-2.3,0,-3,C0003125,M0000101,2,0,DisGeNET,35,Anorexia Nervosa,,-3,5.4,4.6,30304,202,168,6,3.6,1.4,1007|1879|3479|3782|6886|10215,CDH9|EBF1|IGF1|KCNN3|TAL1|OLIG2,-1.6,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3,C0035344,M0000001,1,0,DisGeNET,35,Retinopathy of Prematurity,,-3,5.4,4.6,30304,202,168,6,3.6,1.4,1902|2034|2113|2321|3131|3479,LPAR1|EPAS1|ETS1|FLT1|HLF|IGF1,-1.6,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3,C0039144,M0000001,1,0,DisGeNET,35,Syringomyelia,,-3,15,6.4,30304,35,168,3,1.8,1,860|4854|55553,RUNX2|NOTCH3|SOX6,-1.6,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3,C0344559,M0000001,1,0,DisGeNET,35,Irido-corneo-trabecular dysgenesis (disorder),,-3,15,6.4,30304,35,168,3,1.8,1,2296|5080|9734,FOXC1|PAX6|HDAC9,-1.6,0
1,0,0,0,0,0,0,-3,0,0,0,0,0,0,C0279530,M1000000,1,0,DisGeNET,35,Malignant Bone Neoplasm,,-3,15,6.4,30304,125,47,3,6.4,3.6,860|4988|5293,RUNX2|OPRM1|PIK3CD,-1.6,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3,C0151936,M0000001,1,0,DisGeNET,35,Disorder of tendon,,-3,9.1,5.4,30304,79,168,4,2.4,1.2,1462|3479|6863|23543,VCAN|IGF1|TAC1|RBFOX2,-1.5,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3,C0152244,M0000001,1,0,DisGeNET,35,"Bone Cysts, Aneurysmal",,-3,9.1,5.4,30304,79,168,4,2.4,1.2,639|860|3479|4602,PRDM1|RUNX2|IGF1|MYB,-1.5,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3,C0206634,M0000001,1,0,DisGeNET,35,"Liposarcoma, Myxoid",,-3,9.1,5.4,30304,79,168,4,2.4,1.2,2078|2321|3479|6935,ERG|FLT1|IGF1|ZEB1,-1.5,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3,C0206734,M0000001,1,0,DisGeNET,35,Hemangioblastoma,,-3,9.1,5.4,30304,79,168,4,2.4,1.2,2034|2321|5788|10320,EPAS1|FLT1|PTPRC|IKZF1,-1.5,0
0,0,0,0,0,1,0,0,0,0,0,0,-3,0,C3642345,M0000010,1,0,DisGeNET,35,Luminal A Breast Carcinoma,,-3,15,6.3,30304,153,39,3,7.7,4.3,7832|27324|100271722,BTG2|TOX3|LINC00899,-1.5,0
1,0,0,0,0,0,0,-3,0,0,0,0,0,0,C0024636,M1000000,1,0,DisGeNET,35,Malocclusion,,-3,15,6.3,30304,128,47,3,6.4,3.6,860|4988|51085,RUNX2|OPRM1|MLXIPL,-1.5,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3,C0027019,M0000001,1,0,DisGeNET,35,Myelomonocytic leukemia,,-3,15,6.3,30304,36,168,3,1.8,1,2122|4208|26040,MECOM|MEF2C|SETBP1,-1.5,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3,C0271051,M0000001,1,0,DisGeNET,35,Macular retinal edema,,-3,15,6.3,30304,36,168,3,1.8,1,2321|3663|4306,FLT1|IRF5|NR3C2,-1.5,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3,C4728082,M0000001,1,0,DisGeNET,35,Severe hypoglycaemia,,-3,15,6.3,30304,36,168,3,1.8,1,2572|3479|4810,GAD2|IGF1|NHS,-1.5,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3,C0158731,M0000001,1,0,DisGeNET,35,Congenital pectus carinatum,,-3,6.5,4.9,30304,138,168,5,3,1.3,6660|6909|6926|7068|9839,SOX5|TBX2|TBX3|THRB|ZEB2,-1.5,0
1,0,0,0,0,0,0,-3,0,0,0,0,0,0,C0030305,M1000000,1,0,DisGeNET,35,Pancreatitis,,-3,6.4,4.8,30304,502,47,5,11,4.5,3119|7903|10320|30817|57817,HLA-DQB1|ST8SIA4|IKZF1|ADGRE2|HAMP,-1.5,0
1,0,0,0,0,0,0,-3,0,0,0,0,0,0,C0024143,M1000000,1,0,DisGeNET,35,Lupus Nephritis,,-3,6.4,4.8,30304,503,47,5,11,4.5,5293|6850|7100|10320|57817,PIK3CD|SYK|TLR5|IKZF1|HAMP,-1.5,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3,C0200637,M0000001,1,0,DisGeNET,35,Monocyte count procedure,,-3,6.5,4.8,30304,139,168,5,3,1.3,2113|2308|2322|7068|10320,ETS1|FOXO1|FLT3|THRB|IKZF1,-1.5,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3,C0750880,M0000001,1,0,DisGeNET,35,Monocyte count result,,-3,6.5,4.8,30304,139,168,5,3,1.3,2113|2308|2322|7068|10320,ETS1|FOXO1|FLT3|THRB|IKZF1,-1.5,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3,C0151744,M0000001,1,0,DisGeNET,35,Myocardial Ischemia,,-3,2.9,3.9,30304,756,168,12,7.1,2,2034|2296|2308|3479|3786|4205|4810|4854|6935|7450|7857|7942,EPAS1|FOXC1|FOXO1|IGF1|KCNQ3|MEF2A|NHS|NOTCH3|ZEB1|VWF|SCG2|TFEB,-1.5,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-3,C0153381,M0000001,1,0,DisGeNET,35,Malignant neoplasm of mouth,,-3,2.9,3.9,30304,756,168,12,7.1,2,864|1112|2113|2308|2321|3727|4773|4810|4854|5915|9734|644192,RUNX3|FOXN3|ETS1|FOXO1|FLT1|JUND|NFATC2|NHS|NOTCH3|RARB|HDAC9|NR2F2-AS1,-1.5,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.9,C1136249,M0000001,1,0,DisGeNET,35,"Mental Retardation, X-Linked",,-2.9,6.4,4.8,30304,140,168,5,3,1.3,4983|5456|10215|57477|170302,OPHN1|POU3F4|OLIG2|SHROOM4|ARX,-1.5,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.9,C4721208,M0000001,1,0,DisGeNET,35,Metastatic castration-resistant prostate cancer,,-2.9,6.4,4.8,30304,140,168,5,3,1.3,860|2078|5788|6660|9734,RUNX2|ERG|PTPRC|SOX5|HDAC9,-1.5,0
0,0,1,0,0,0,0,0,0,-2.9,0,0,0,0,C0234132,M0010000,1,0,DisGeNET,35,Pyramidal sign,,-2.9,15,6.2,30304,155,40,3,7.5,4.2,6663|84504|84668,SOX10|NKX6-2|HYCC1,-1.5,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.9,C0265695,M0000001,1,0,DisGeNET,35,Congenital fusion of ribs,,-2.9,15,6.2,30304,37,168,3,1.8,1,2308|6909|63976,FOXO1|TBX2|PRDM16,-1.5,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.9,C0472767,M0000001,1,0,DisGeNET,35,Beta thalassemia intermedia,,-2.9,15,6.2,30304,37,168,3,1.8,1,2321|4602|5396,FLT1|MYB|PRRX1,-1.5,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.9,C4551854,M0000001,1,0,DisGeNET,35,HYPOPLASTIC LEFT HEART SYNDROME 1,,-2.9,15,6.2,30304,37,168,3,1.8,1,2113|9734|23543,ETS1|HDAC9|RBFOX2,-1.5,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.9,C3714948,M0000001,1,0,DisGeNET,35,PACHYONYCHIA CONGENITA 3,,-2.9,5.2,4.5,30304,209,168,6,3.6,1.4,860|2308|3479|4205|6863|55959,RUNX2|FOXO1|IGF1|MEF2A|TAC1|SULF2,-1.5,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.9,C0005941,M0000001,1,0,DisGeNET,35,"Bone Diseases, Developmental",,-2.9,8.8,5.3,30304,82,168,4,2.4,1.2,658|860|3479|10082,BMPR1B|RUNX2|IGF1|GPC6,-1.5,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.9,C0267963,M0000001,1,0,DisGeNET,35,Exocrine pancreatic insufficiency,,-2.9,8.8,5.3,30304,82,168,4,2.4,1.2,7450|23022|169792|170302,VWF|PALLD|GLIS3|ARX,-1.5,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.9,C1707444,M0000001,1,0,DisGeNET,35,Columnar Cell Change of the Breast,,-2.9,8.8,5.3,30304,82,168,4,2.4,1.2,864|5629|5788|6925,RUNX3|PROX1|PTPRC|TCF4,-1.5,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.9,C0266929,M0000001,1,0,DisGeNET,35,Chronic Periodontitis,,-2.9,4.4,4.3,30304,287,168,7,4.2,1.5,1523|2308|2321|3479|7026|7068|30009,CUX1|FOXO1|FLT1|IGF1|NR2F2|THRB|TBX21,-1.5,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.9,C0349566,M0000001,1,0,DisGeNET,35,Squamous cell carcinoma of tongue,,-2.9,3.5,4.1,30304,462,168,9,5.4,1.7,864|1523|2034|2296|5080|5396|6935|9839|30812,RUNX3|CUX1|EPAS1|FOXC1|PAX6|PRRX1|ZEB1|ZEB2|SOX8,-1.5,0
1,0,0,0,1,0,0,-2,0,0,0,-2.9,0,0,C0026850,M1000100,2,0,DisGeNET,35,Muscular Dystrophy,,-2.9,8.7,5.2,30304,280,50,4,8,3.8,191|1837|2100|4254,AHCY|DTNA|ESR2|KITLG,-1.5,0
0,0,0,0,0,0,1,0,0,0,0,0,0,-2.9,C2945759,M0000001,1,0,DisGeNET,35,aggressive cancer,,-2.9,8.7,5.2,30304,83,168,4,2.4,1.2,2078|2308|5745|6935,ERG|FOXO1|PTH1R|ZEB1,-1.5,0
