_MEMBER_AD_imp_1 - 94.0-96.0,_MEMBER_AD_imp_1 - 96.0-98.0,_MEMBER_AD_imp_1 - 98.0-100.0,_LogP_AD_imp_1 - 94.0-96.0,_LogP_AD_imp_1 - 96.0-98.0,_LogP_AD_imp_1 - 98.0-100.0,GO,Description,_PATTERN_,_RANK_,GiniIndex
0,0,1,0,0,-2.6,M236,PID DELTA NP63 PATHWAY,M001,1,0
0,1,0,0,-2.6,0,GO:0090066,regulation of anatomical structure size,M010,1,0
0,0,1,0,0,-2.6,GO:0042531,positive regulation of tyrosine phosphorylation of STAT protein,M001,1,0
0,1,0,0,-2.2,0,R-HSA-76009,Platelet Aggregation (Plug Formation),M010,1,0
0,1,0,0,-2.7,0,hsa04650,Natural killer cell mediated cytotoxicity,M010,1,0
0,1,0,0,-2.4,0,GO:0061097,regulation of protein tyrosine kinase activity,M010,1,0
0,0,1,0,0,-2.3,GO:0071773,cellular response to BMP stimulus,M001,1,0
0,1,0,0,-2.2,0,WP3651,Pathways affected in adenoid cystic carcinoma,M010,1,0
1,0,0,-2.4,0,0,GO:0002726,positive regulation of T cell cytokine production,M100,1,0
0,1,0,0,-2.5,0,GO:0032642,regulation of chemokine production,M010,1,0
0,1,0,0,-2.2,0,GO:0045190,isotype switching,M010,1,0
0,0,1,0,0,-2.2,GO:0060441,epithelial tube branching involved in lung morphogenesis,M001,1,0
0,1,0,0,-3.2,0,GO:0001562,response to protozoan,M010,1,0
0,0,1,0,0,-2.2,GO:0051098,regulation of binding,M001,1,0
0,0,1,0,0,-3.7,GO:0001944,vasculature development,M001,1,0
1,0,0,-2,0,0,GO:0086019,cell-cell signaling involved in cardiac conduction,M100,1,0
0,1,0,0,-2.9,0,GO:0150076,neuroinflammatory response,M010,1,0
0,0,1,0,0,-2.8,GO:0051897,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,M001,1,0
0,0,1,0,0,-2.3,GO:0009410,response to xenobiotic stimulus,M001,1,0
1,0,0,-2.3,0,0,GO:0014855,striated muscle cell proliferation,M100,1,0
0,0,1,0,0,-3.3,GO:0021885,forebrain cell migration,M001,1,0
0,1,0,0,-2.5,0,GO:0001910,regulation of leukocyte mediated cytotoxicity,M010,1,0
0,1,0,0,-2.2,0,hsa05220,Chronic myeloid leukemia,M010,1,0
0,0,1,0,0,-2.9,WP5373,Osteoarthritic chondrocyte hypertrophy,M001,1,0
0,0,1,0,0,-2.2,GO:0002067,glandular epithelial cell differentiation,M001,1,0
1,0,0,-2.7,0,0,GO:0032703,negative regulation of interleukin-2 production,M100,1,0
1,0,0,-2.6,0,0,GO:0010038,response to metal ion,M100,1,0
1,0,0,-2,0,0,GO:0007623,circadian rhythm,M100,1,0
0,0,1,0,0,-2.7,GO:0006991,response to sterol depletion,M001,1,0
0,0,1,0,0,-4,GO:0060485,mesenchyme development,M001,1,0
1,0,0,-2.3,0,0,GO:1904707,positive regulation of vascular associated smooth muscle cell proliferation,M100,1,0
0,1,0,0,-3.1,0,R-HSA-451306,Ionotropic activity of kainate receptors,M010,1,0
1,0,0,-3.2,0,0,GO:0043408,regulation of MAPK cascade,M100,1,0
0,0,1,0,0,-3.1,GO:0071499,cellular response to laminar fluid shear stress,M001,1,0
0,0,1,0,0,-2.1,hsa05224,Breast cancer,M001,1,0
0,0,1,0,0,-4.1,GO:0060322,head development,M001,1,0
1,0,0,-2.4,0,0,hsa04935,"Growth hormone synthesis, secretion and action",M100,1,0
0,1,0,0,-2.1,0,GO:0010975,regulation of neuron projection development,M010,1,0
1,0,0,-2.2,0,0,WP3584,MECP2 and associated Rett syndrome,M100,1,0
0,1,0,0,-3.8,0,GO:0043313,regulation of neutrophil degranulation,M010,1,0
0,0,1,0,0,-2.2,GO:0002889,regulation of immunoglobulin mediated immune response,M001,1,0
0,0,1,0,0,-2,GO:0072009,nephron epithelium development,M001,1,0
1,0,0,-2.1,0,0,GO:0007411,axon guidance,M100,1,0
0,1,0,0,-3.1,0,GO:0060363,cranial suture morphogenesis,M010,1,0
0,0,1,0,0,-2.7,WP585,Interferon type I signaling pathways,M001,1,0
0,0,1,0,0,-3.2,GO:0002714,positive regulation of B cell mediated immunity,M001,1,0
0,0,1,0,0,-2.1,GO:0001701,in utero embryonic development,M001,1,0
1,0,0,-2.7,0,0,GO:0051047,positive regulation of secretion,M100,1,0
0,0,1,0,0,-2.4,GO:0034393,positive regulation of smooth muscle cell apoptotic process,M001,1,0
0,0,1,0,0,-3.8,GO:0030855,epithelial cell differentiation,M001,1,0
0,0,1,0,0,-2.2,GO:0003208,cardiac ventricle morphogenesis,M001,1,0
0,0,1,0,0,-3,GO:0031295,T cell costimulation,M001,1,0
1,0,0,-2.6,0,0,WP5417,Cell lineage map for neuronal differentiation,M100,1,0
0,1,0,0,-2.2,0,GO:2000177,regulation of neural precursor cell proliferation,M010,1,0
1,0,0,-2.7,0,0,GO:0042752,regulation of circadian rhythm,M100,1,0
0,0,1,0,0,-2.4,GO:1902106,negative regulation of leukocyte differentiation,M001,1,0
0,0,1,0,0,-2.3,GO:0045089,positive regulation of innate immune response,M001,1,0
0,0,1,0,0,-2,GO:0043301,negative regulation of leukocyte degranulation,M001,1,0
1,0,0,-2.4,0,0,GO:1900016,negative regulation of cytokine production involved in inflammatory response,M100,1,0
0,0,1,0,0,-2.3,WP4336,ncRNAs involved in Wnt signaling in hepatocellular carcinoma,M001,1,0
0,1,0,0,-2.7,0,GO:0090128,regulation of synapse maturation,M010,1,0
1,0,0,-2,0,0,GO:0010594,regulation of endothelial cell migration,M100,1,0
0,0,1,0,0,-2.1,R-HSA-9748784,Drug ADME,M001,1,0
0,1,0,0,-2.5,0,GO:0002688,regulation of leukocyte chemotaxis,M010,1,0
0,1,0,0,-2.6,0,GO:1901655,cellular response to ketone,M010,1,0
0,0,1,0,0,-2,GO:0021889,olfactory bulb interneuron differentiation,M001,1,0
0,1,0,0,-2.3,0,R-HSA-9013149,RAC1 GTPase cycle,M010,1,0
0,1,0,0,-3.3,0,R-HSA-9664407,Parasite infection,M010,1,0
0,0,1,0,0,-2.4,GO:0007498,mesoderm development,M001,1,0
0,1,0,0,-2.3,0,GO:0050920,regulation of chemotaxis,M010,1,0
0,0,1,0,0,-2.5,GO:0030852,regulation of granulocyte differentiation,M001,1,0
0,1,0,0,-2.4,0,R-HSA-354192,Integrin signaling,M010,1,0
0,0,1,0,0,-2.3,GO:0002237,response to molecule of bacterial origin,M001,1,0
0,1,0,0,-2.3,0,GO:1904064,positive regulation of cation transmembrane transport,M010,1,0
0,0,1,0,0,-2.5,R-HSA-8853884,Transcriptional Regulation by VENTX,M001,1,0
0,0,1,0,0,-2.9,GO:0046620,regulation of organ growth,M001,1,0
0,0,1,0,0,-2.2,GO:0031644,regulation of nervous system process,M001,1,0
1,0,0,-3.4,0,0,GO:0007193,adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway,M100,1,0
1,0,0,-2.7,0,0,GO:0098712,L-glutamate import across plasma membrane,M100,1,0
0,0,1,0,0,-2,M124,PID CXCR4 PATHWAY,M001,1,0
0,0,1,0,0,-2.9,GO:0071498,cellular response to fluid shear stress,M001,1,0
0,1,0,0,-3,0,hsa05152,Tuberculosis,M010,1,0
0,0,1,0,0,-3.1,WP2858,Ectoderm differentiation,M001,1,0
0,1,0,0,-2.1,0,GO:0002562,somatic diversification of immune receptors via germline recombination within a single locus,M010,1,0
1,0,0,-2.4,0,0,GO:0046426,negative regulation of receptor signaling pathway via JAK-STAT,M100,1,0
0,0,1,0,0,-2.5,WP3995,Prion disease pathway,M001,1,0
0,0,1,0,0,-2.5,GO:0007219,Notch signaling pathway,M001,1,0
0,1,0,0,-2.6,0,R-HSA-2029482,Regulation of actin dynamics for phagocytic cup formation,M010,1,0
0,1,0,0,-2.4,0,GO:0032490,detection of molecule of bacterial origin,M010,1,0
0,1,0,0,-2,0,GO:0050872,white fat cell differentiation,M010,1,0
0,1,0,0,-2.2,0,R-HSA-388396,GPCR downstream signalling,M010,1,0
0,1,0,0,-2.9,0,GO:0051282,regulation of sequestering of calcium ion,M010,1,0
0,0,1,0,0,-3.5,R-HSA-9680350,Signaling by CSF1 (M-CSF) in myeloid cells,M001,1,0
0,0,1,0,0,-2.5,GO:0032715,negative regulation of interleukin-6 production,M001,1,0
0,0,1,0,0,-4.1,GO:0030888,regulation of B cell proliferation,M001,1,0
0,0,1,0,0,-2.2,R-HSA-5617472,Activation of anterior HOX genes in hindbrain development during early embryogenesis,M001,1,0
1,0,0,-2.8,0,0,hsa04024,cAMP signaling pathway,M100,1,0
0,0,1,0,0,-2.3,GO:0048638,regulation of developmental growth,M001,1,0
0,1,0,0,-2.4,0,GO:0002440,production of molecular mediator of immune response,M010,1,0
0,1,0,0,-2.5,0,GO:0043549,regulation of kinase activity,M010,1,0
0,1,0,0,-2.7,0,GO:1902950,regulation of dendritic spine maintenance,M010,1,0
1,0,0,-2.8,0,0,WP3594,Circadian rhythm genes,M100,1,0
0,1,0,0,-2,0,GO:0038063,collagen-activated tyrosine kinase receptor signaling pathway,M010,1,0
0,0,1,0,0,-2.3,GO:0048709,oligodendrocyte differentiation,M001,1,0
0,1,0,0,-2.2,0,GO:0002204,somatic recombination of immunoglobulin genes involved in immune response,M010,1,0
1,0,0,-2.3,0,0,GO:0035094,response to nicotine,M100,1,0
0,1,0,0,-2.9,0,GO:0002200,somatic diversification of immune receptors,M010,1,0
1,0,0,-2.5,0,0,GO:0042391,regulation of membrane potential,M100,1,0
0,1,0,0,-2.3,0,GO:0001101,response to acid chemical,M010,1,0
0,1,0,0,-2.4,0,GO:0001959,regulation of cytokine-mediated signaling pathway,M010,1,0
0,0,1,0,0,-2.2,R-HSA-114604,GPVI-mediated activation cascade,M001,1,0
0,1,0,0,-4,0,GO:0050769,positive regulation of neurogenesis,M010,1,0
0,1,0,0,-2,0,GO:1990858,cellular response to lectin,M010,1,0
0,1,0,0,-3.9,0,hsa04540,Gap junction,M010,1,0
1,0,0,-2.4,0,0,WP2291,Deregulation of Rab and Rab effector genes in bladder cancer,M100,1,0
1,0,0,-3.3,0,0,WP2884,NRF2 pathway,M100,1,0
0,0,1,0,0,-2.3,GO:0045598,regulation of fat cell differentiation,M001,1,0
0,0,1,0,0,-2.2,GO:0033630,positive regulation of cell adhesion mediated by integrin,M001,1,0
0,0,1,0,0,-2,GO:0036037,"CD8-positive, alpha-beta T cell activation",M001,1,0
0,0,1,0,0,-2.5,WP395,IL 4 signaling pathway,M001,1,0
1,0,0,-2.4,0,0,WP382,MAPK signaling pathway,M100,1,0
0,0,1,0,0,-2.2,WP170,Nuclear receptors,M001,1,0
1,0,0,-2.5,0,0,GO:0031331,positive regulation of cellular catabolic process,M100,1,0
0,0,1,0,0,-2.4,GO:0021892,cerebral cortex GABAergic interneuron differentiation,M001,1,0
0,0,1,0,0,-2.2,GO:0031214,biomineral tissue development,M001,1,0
0,1,0,0,-2,0,GO:0007610,behavior,M010,1,0
0,0,1,0,0,-3.7,CORUM:2695,ETS2-FOS-JUN complex,M001,1,0
0,1,0,0,-2.1,0,GO:0001934,positive regulation of protein phosphorylation,M010,1,0
0,0,1,0,0,-2.4,M2,PID SMAD2 3NUCLEAR PATHWAY,M001,1,0
0,0,1,0,0,-3.6,M279,PID RB 1PATHWAY,M001,1,0
0,0,1,0,0,-5.4,GO:0050871,positive regulation of B cell activation,M001,1,0
0,1,0,0,-2,0,GO:0035988,chondrocyte proliferation,M010,1,0
0,1,0,0,-2.6,0,GO:0034764,positive regulation of transmembrane transport,M010,1,0
0,0,1,0,0,-3.3,WP3863,T cell antigen receptor TCR pathway during Staphylococcus aureus infection,M001,1,0
0,0,1,0,0,-2.5,GO:0051146,striated muscle cell differentiation,M001,1,0
0,1,0,0,-2.6,0,GO:0045576,mast cell activation,M010,1,0
0,0,1,0,0,-2.9,GO:0055012,ventricular cardiac muscle cell differentiation,M001,1,0
1,0,0,-3.9,0,0,GO:0062197,cellular response to chemical stress,M100,1,0
1,0,0,-2.1,0,0,GO:0098727,maintenance of cell number,M100,1,0
0,0,1,0,0,-2.7,GO:0043378,"positive regulation of CD8-positive, alpha-beta T cell differentiation",M001,1,0
0,0,1,0,0,-2.2,GO:0021872,forebrain generation of neurons,M001,1,0
0,0,1,0,0,-3.3,R-HSA-166016,Toll Like Receptor 4 (TLR4) Cascade,M001,1,0
0,0,1,0,0,-2.1,WP4262,Breast cancer pathway,M001,1,0
0,0,1,0,0,-3.3,GO:0001709,cell fate determination,M001,1,0
1,0,0,-2.2,0,0,GO:0050768,negative regulation of neurogenesis,M100,1,0
0,1,0,0,-2.7,0,GO:0031343,positive regulation of cell killing,M010,1,0
0,0,1,0,0,-3,GO:0072189,ureter development,M001,1,0
0,1,0,0,-3.1,0,GO:0045669,positive regulation of osteoblast differentiation,M010,1,0
0,1,0,0,-3.4,0,GO:0043065,positive regulation of apoptotic process,M010,1,0
0,1,0,0,-3.1,0,GO:0042989,sequestering of actin monomers,M010,1,0
0,1,0,0,-3,0,GO:0031344,regulation of cell projection organization,M010,1,0
0,0,1,0,0,-2.4,GO:0045666,positive regulation of neuron differentiation,M001,1,0
1,0,0,-2.8,0,0,GO:0051147,regulation of muscle cell differentiation,M100,1,0
1,0,0,-4.7,0,0,GO:0099537,trans-synaptic signaling,M100,1,0
0,1,0,0,-2.8,0,R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,M010,1,0
0,0,1,0,0,-2.7,GO:0048866,stem cell fate specification,M001,1,0
0,0,1,0,0,-4.2,GO:0032808,lacrimal gland development,M001,1,0
1,0,0,-3.7,0,0,GO:0015800,acidic amino acid transport,M100,1,0
0,0,1,0,0,-2.5,GO:0033077,T cell differentiation in thymus,M001,1,0
0,0,1,0,0,-2.1,GO:0002065,columnar/cuboidal epithelial cell differentiation,M001,1,0
0,0,1,0,0,-2.3,GO:0034341,response to type II interferon,M001,1,0
0,0,1,0,0,-3.3,GO:0060840,artery development,M001,1,0
0,1,0,0,-3.4,0,GO:0042832,defense response to protozoan,M010,1,0
0,0,1,0,0,-2.5,GO:0043392,negative regulation of DNA binding,M001,1,0
0,0,1,0,0,-4.2,GO:0002062,chondrocyte differentiation,M001,1,0
0,0,1,0,0,-2.3,GO:0016055,Wnt signaling pathway,M001,1,0
1,0,0,-2.3,0,0,WP2637,Interleukin 1 IL 1 structural pathway,M100,1,0
1,0,0,-2.6,0,0,GO:0034612,response to tumor necrosis factor,M100,1,0
0,0,1,0,0,-2.3,GO:0002824,positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,M001,1,0
1,0,0,-2.2,0,0,R-HSA-888590,"GABA synthesis, release, reuptake and degradation",M100,1,0
0,1,0,0,-2.4,0,GO:1904062,regulation of monoatomic cation transmembrane transport,M010,1,0
0,0,1,0,0,-2.7,R-HSA-168179,Toll Like Receptor TLR1:TLR2 Cascade,M001,1,0
1,0,0,-2,0,0,GO:0098810,neurotransmitter reuptake,M100,1,0
0,1,0,0,-2,0,R-HSA-2197563,NOTCH2 intracellular domain regulates transcription,M010,1,0
0,0,1,0,0,-2.7,GO:0045630,positive regulation of T-helper 2 cell differentiation,M001,1,0
0,1,0,0,-2.4,0,M212,PID INTEGRIN5 PATHWAY,M010,1,0
1,0,0,-2,0,0,GO:0007406,negative regulation of neuroblast proliferation,M100,1,0
0,0,1,0,0,-3.5,GO:0150077,regulation of neuroinflammatory response,M001,1,0
0,0,1,0,0,-3.6,GO:0060070,canonical Wnt signaling pathway,M001,1,0
0,1,0,0,-2.2,0,GO:0002685,regulation of leukocyte migration,M010,1,0
0,1,0,0,-2.8,0,hsa04151,PI3K-Akt signaling pathway,M010,1,0
1,0,0,-2.2,0,0,GO:1904035,regulation of epithelial cell apoptotic process,M100,1,0
0,0,1,0,0,-2.1,GO:0045662,negative regulation of myoblast differentiation,M001,1,0
0,1,0,0,-2.2,0,GO:1903169,regulation of calcium ion transmembrane transport,M010,1,0
0,1,0,0,-2.1,0,GO:0048732,gland development,M010,1,0
0,0,1,0,0,-3.2,WP4879,Overlap between signal transduction pathways contributing to LMNA laminopathies,M001,1,0
1,0,0,-2.5,0,0,R-HSA-749476,RNA Polymerase III Abortive And Retractive Initiation,M100,1,0
0,0,1,0,0,-3.1,GO:0060368,regulation of Fc receptor mediated stimulatory signaling pathway,M001,1,0
1,0,0,-2.4,0,0,GO:0051775,response to redox state,M100,1,0
1,0,0,-2,0,0,GO:0051412,response to corticosterone,M100,1,0
1,0,0,-4.1,0,0,WP2018,RANKL RANK signaling pathway,M100,1,0
1,0,0,-2.3,0,0,GO:0046425,regulation of receptor signaling pathway via JAK-STAT,M100,1,0
0,0,1,0,0,-2.7,GO:0050671,positive regulation of lymphocyte proliferation,M001,1,0
0,0,1,0,0,-4.4,M186,PID PDGFRB PATHWAY,M001,1,0
0,0,1,0,0,-2.1,hsa05132,Salmonella infection,M001,1,0
0,0,1,0,0,-2.8,GO:0060350,endochondral bone morphogenesis,M001,1,0
0,0,1,0,0,-2.4,GO:0003205,cardiac chamber development,M001,1,0
1,0,0,-2.1,0,0,GO:0048871,multicellular organismal-level homeostasis,M100,1,0
0,0,1,0,0,-3.7,CORUM:2693,NFAT-JUN-FOS DNA-protein complex,M001,1,0
0,1,0,0,-2.7,0,GO:0031346,positive regulation of cell projection organization,M010,1,0
0,0,1,0,0,-2.3,GO:0070542,response to fatty acid,M001,1,0
0,0,1,0,0,-2.2,GO:0021879,forebrain neuron differentiation,M001,1,0
0,1,0,0,-2,0,GO:1990840,response to lectin,M010,1,0
0,0,1,0,0,-2.2,GO:0150079,negative regulation of neuroinflammatory response,M001,1,0
0,1,0,0,-2,0,GO:0002223,stimulatory C-type lectin receptor signaling pathway,M010,1,0
0,0,1,0,0,-2.5,GO:0035265,organ growth,M001,1,0
0,1,0,0,-2.5,0,GO:0090330,regulation of platelet aggregation,M010,1,0
0,0,1,0,0,-3.1,GO:0002637,regulation of immunoglobulin production,M001,1,0
0,1,0,0,-2.2,0,GO:0045859,regulation of protein kinase activity,M010,1,0
1,0,0,-2.5,0,0,GO:0032412,regulation of monoatomic ion transmembrane transporter activity,M100,1,0
0,0,1,0,0,-4.9,GO:0061448,connective tissue development,M001,1,0
0,0,1,0,0,-3.1,GO:0048341,paraxial mesoderm formation,M001,1,0
1,0,0,-2,0,0,GO:0001829,trophectodermal cell differentiation,M100,1,0
0,0,1,0,0,-3.5,GO:0035113,embryonic appendage morphogenesis,M001,1,0
1,0,0,-3.1,0,0,GO:1904893,negative regulation of receptor signaling pathway via STAT,M100,1,0
0,0,1,0,0,-3.1,GO:0021814,cell motility involved in cerebral cortex radial glia guided migration,M001,1,0
0,1,0,0,-2.6,0,WP4172,PI3K Akt signaling pathway,M010,1,0
0,1,0,0,-3.2,0,GO:0032677,regulation of interleukin-8 production,M010,1,0
0,1,0,0,-2.2,0,GO:0033674,positive regulation of kinase activity,M010,1,0
0,0,1,0,0,-2,R-HSA-4641265,Repression of WNT target genes,M001,1,0
0,0,1,0,0,-3.7,GO:0007420,brain development,M001,1,0
0,0,1,0,0,-3.8,R-HSA-381340,Transcriptional regulation of white adipocyte differentiation,M001,1,0
0,0,1,0,0,-2.2,WP5153,N glycan biosynthesis,M001,1,0
0,1,0,0,-3.1,0,GO:0097094,craniofacial suture morphogenesis,M010,1,0
0,0,1,0,0,-2.1,M162,PID RXR VDR PATHWAY,M001,1,0
0,0,1,0,0,-2.4,GO:0060509,type I pneumocyte differentiation,M001,1,0
0,1,0,0,-2.8,0,GO:0045185,maintenance of protein location,M010,1,0
0,1,0,0,-2.5,0,GO:0032735,positive regulation of interleukin-12 production,M010,1,0
0,0,1,0,0,-3,WP363,Wnt signaling pathway,M001,1,0
1,0,0,-2.7,0,0,M164,PID ERBB1 DOWNSTREAM PATHWAY,M100,1,0
1,0,0,-2.4,0,0,GO:0022898,regulation of transmembrane transporter activity,M100,1,0
0,0,1,0,0,-2.7,GO:0048821,erythrocyte development,M001,1,0
0,1,0,0,-2.5,0,GO:0051056,regulation of small GTPase mediated signal transduction,M010,1,0
1,0,0,-2.2,0,0,GO:0010823,negative regulation of mitochondrion organization,M100,1,0
0,0,1,0,0,-2.4,R-HSA-525793,Myogenesis,M001,1,0
0,0,1,0,0,-2.2,GO:0034616,response to laminar fluid shear stress,M001,1,0
0,1,0,0,-2.1,0,GO:0072522,purine-containing compound biosynthetic process,M010,1,0
0,1,0,0,-2.7,0,hsa05211,Renal cell carcinoma,M010,1,0
0,1,0,0,-3.7,0,R-HSA-983695,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,M010,1,0
1,0,0,-2,0,0,R-HSA-163359,Glucagon signaling in metabolic regulation,M100,1,0
1,0,0,-3.2,0,0,WP2064,Neural crest differentiation,M100,1,0
0,1,0,0,-2.5,0,GO:0060627,regulation of vesicle-mediated transport,M010,1,0
0,0,1,0,0,-2.7,GO:1902170,cellular response to reactive nitrogen species,M001,1,0
1,0,0,-2.1,0,0,hsa05131,Shigellosis,M100,1,0
1,0,0,-2.5,0,0,R-HSA-74158,RNA Polymerase III Transcription,M100,1,0
1,0,0,-3.4,0,0,R-HSA-73980,RNA Polymerase III Transcription Termination,M100,1,0
1,0,0,-2.1,0,0,M240,PID SYNDECAN 2 PATHWAY,M100,1,0
0,1,0,0,-3.1,0,GO:1904149,regulation of microglial cell mediated cytotoxicity,M010,1,0
0,0,1,0,0,-2.1,GO:2001185,"regulation of CD8-positive, alpha-beta T cell activation",M001,1,0
1,0,0,-2.1,0,0,GO:0048511,rhythmic process,M100,1,0
1,0,0,-2.7,0,0,GO:1904705,regulation of vascular associated smooth muscle cell proliferation,M100,1,0
1,0,0,-2.6,0,0,WP706,Sudden infant death syndrome SIDS susceptibility pathways,M100,1,0
0,1,0,0,-3.3,0,GO:0032733,positive regulation of interleukin-10 production,M010,1,0
0,1,0,0,-3.3,0,R-HSA-9664323,FCGR3A-mediated IL10 synthesis,M010,1,0
0,1,0,0,-2.2,0,GO:0002449,lymphocyte mediated immunity,M010,1,0
0,1,0,0,-2.3,0,GO:0043299,leukocyte degranulation,M010,1,0
0,0,1,0,0,-2.4,GO:0097305,response to alcohol,M001,1,0
1,0,0,-2.1,0,0,GO:0070507,regulation of microtubule cytoskeleton organization,M100,1,0
0,1,0,0,-2.1,0,GO:0002279,mast cell activation involved in immune response,M010,1,0
0,1,0,0,-2.3,0,GO:0042475,odontogenesis of dentin-containing tooth,M010,1,0
0,1,0,0,-2.6,0,GO:0051651,maintenance of location in cell,M010,1,0
0,0,1,0,0,-3.4,GO:2001187,"positive regulation of CD8-positive, alpha-beta T cell activation",M001,1,0
0,0,1,0,0,-2.6,WP98,Prostaglandin synthesis and regulation,M001,1,0
0,1,0,0,-3.3,0,R-HSA-9664422,FCGR3A-mediated phagocytosis,M010,1,0
0,0,1,0,0,-2.3,GO:0048880,sensory system development,M001,1,0
1,0,0,-4.3,0,0,R-HSA-112316,Neuronal System,M100,1,0
0,1,0,0,-2.4,0,GO:0002377,immunoglobulin production,M010,1,0
0,1,0,0,-3.9,0,hsa04072,Phospholipase D signaling pathway,M010,1,0
0,1,0,0,-3.4,0,GO:0098543,detection of other organism,M010,1,0
0,0,1,0,0,-3.3,GO:0051101,regulation of DNA binding,M001,1,0
0,1,0,0,-2,0,GO:1900017,positive regulation of cytokine production involved in inflammatory response,M010,1,0
0,1,0,0,-2.4,0,R-HSA-186763,Downstream signal transduction,M010,1,0
1,0,0,-2.4,0,0,GO:2000554,regulation of T-helper 1 cell cytokine production,M100,1,0
0,1,0,0,-2.1,0,GO:0002437,inflammatory response to antigenic stimulus,M010,1,0
0,1,0,0,-2.5,0,R-HSA-2871809,FCERI mediated Ca+2 mobilization,M010,1,0
1,0,0,-2.4,0,0,R-HSA-9634597,GPER1 signaling,M100,1,0
0,0,1,0,0,-3.2,hsa04928,"Parathyroid hormone synthesis, secretion and action",M001,1,0
0,0,1,0,0,-2,GO:0048865,stem cell fate commitment,M001,1,0
1,0,0,-2.1,0,0,GO:0097485,neuron projection guidance,M100,1,0
0,0,1,0,0,-2.5,WP4719,Eicosanoid metabolism via cyclooxygenases COX,M001,1,0
1,0,0,-2.2,0,0,GO:0015813,L-glutamate transmembrane transport,M100,1,0
1,0,0,-2.2,0,0,R-HSA-8939211,ESR-mediated signaling,M100,1,0
0,1,0,0,-2.1,0,GO:0007616,long-term memory,M010,1,0
0,1,0,0,-2,0,GO:0150146,cell junction disassembly,M010,1,0
0,1,0,0,-2.3,0,hsa04714,Thermogenesis,M010,1,0
0,1,0,0,-2.1,0,GO:0016444,somatic cell DNA recombination,M010,1,0
0,1,0,0,-2,0,GO:0034762,regulation of transmembrane transport,M010,1,0
0,0,1,0,0,-3.4,R-HSA-4411364,Binding of TCF/LEF:CTNNB1 to target gene promoters,M001,1,0
0,1,0,0,-4.1,0,GO:0002443,leukocyte mediated immunity,M010,1,0
0,1,0,0,-2.6,0,GO:0050900,leukocyte migration,M010,1,0
0,1,0,0,-2.3,0,GO:0030100,regulation of endocytosis,M010,1,0
0,0,1,0,0,-2.2,GO:0032496,response to lipopolysaccharide,M001,1,0
1,0,0,-2.7,0,0,WP35,G protein signaling pathways,M100,1,0
1,0,0,-2.5,0,0,R-HSA-450531,Regulation of mRNA stability by proteins that bind AU-rich elements,M100,1,0
1,0,0,-2.4,0,0,GO:2000556,positive regulation of T-helper 1 cell cytokine production,M100,1,0
1,0,0,-3.3,0,0,GO:0034599,cellular response to oxidative stress,M100,1,0
1,0,0,-3.4,0,0,GO:0034330,cell junction organization,M100,1,0
0,1,0,0,-3.3,0,GO:0032507,maintenance of protein location in cell,M010,1,0
0,0,1,0,0,-3.8,GO:0002639,positive regulation of immunoglobulin production,M001,1,0
0,1,0,0,-2,0,R-HSA-5663213,RHO GTPases Activate WASPs and WAVEs,M010,1,0
0,0,1,0,0,-2.2,GO:0043433,negative regulation of DNA-binding transcription factor activity,M001,1,0
1,0,0,-2.4,0,0,GO:0055057,neuroblast division,M100,1,0
0,0,1,0,0,-2.9,GO:0030111,regulation of Wnt signaling pathway,M001,1,0
0,1,0,0,-2.9,0,GO:0002052,positive regulation of neuroblast proliferation,M010,1,0
0,1,0,0,-2.4,0,GO:0034767,positive regulation of monoatomic ion transmembrane transport,M010,1,0
0,0,1,0,0,-3.2,GO:0009952,anterior/posterior pattern specification,M001,1,0
0,0,1,0,0,-2.1,GO:0014706,striated muscle tissue development,M001,1,0
0,0,1,0,0,-2.1,GO:2000516,"positive regulation of CD4-positive, alpha-beta T cell activation",M001,1,0
0,0,1,0,0,-2,GO:0030224,monocyte differentiation,M001,1,0
0,1,0,0,-2.2,0,GO:0032680,regulation of tumor necrosis factor production,M010,1,0
0,1,0,0,-2.1,0,GO:0032760,positive regulation of tumor necrosis factor production,M010,1,0
0,1,0,0,-3.1,0,GO:0060074,synapse maturation,M010,1,0
0,1,0,0,-2.9,0,GO:0002448,mast cell mediated immunity,M010,1,0
1,0,0,-3.3,0,0,M272,PID CD8 TCR DOWNSTREAM PATHWAY,M100,1,0
0,1,0,0,-3.5,0,GO:0050803,regulation of synapse structure or activity,M010,1,0
1,0,0,-2.5,0,0,hsa04926,Relaxin signaling pathway,M100,1,0
0,0,1,0,0,-2.2,GO:0048332,mesoderm morphogenesis,M001,1,0
1,0,0,-2.2,0,0,WP4304,Oligodendrocyte specification and differentiation leading to myelin components for CNS,M100,1,0
1,0,0,-3.4,0,0,GO:0008356,asymmetric cell division,M100,1,0
1,0,0,-2.6,0,0,GO:0050714,positive regulation of protein secretion,M100,1,0
0,1,0,0,-2.5,0,GO:0009620,response to fungus,M010,1,0
0,1,0,0,-2.2,0,GO:0098609,cell-cell adhesion,M010,1,0
