_MEMBER_att_D_AD_1 - 0.9-1.1,_MEMBER_att_D_AD_1 - 4.5-5.5,_MEMBER_att_D_AD_1 - 9.0-11.0,_LogP_att_D_AD_1 - 0.9-1.1,_LogP_att_D_AD_1 - 4.5-5.5,_LogP_att_D_AD_1 - 9.0-11.0,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,0,0,-2.1,0,0,WP4320,Effect of progerin on genes involved in Hutchinson Gilford progeria syndrome,M100,1,0
1,0,0,-2.3,0,0,WP3863,T cell antigen receptor TCR pathway during Staphylococcus aureus infection,M100,1,0
1,0,0,-2.3,0,0,GO:0001659,temperature homeostasis,M100,1,0
0,0,1,0,0,-2.5,GO:0043524,negative regulation of neuron apoptotic process,M001,1,0
1,0,0,-2.5,0,0,hsa04022,cGMP-PKG signaling pathway,M100,1,0
1,0,0,-2.1,0,0,GO:0009617,response to bacterium,M100,1,0
1,0,0,-3,0,0,R-HSA-2871809,FCERI mediated Ca+2 mobilization,M100,1,0
0,1,0,0,-5.1,0,GO:0048341,paraxial mesoderm formation,M010,1,0
1,0,0,-2.6,0,0,R-HSA-983695,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,M100,1,0
1,0,0,-2.1,0,0,GO:0061550,cranial ganglion development,M100,1,0
1,0,0,-3.3,0,0,GO:0045785,positive regulation of cell adhesion,M100,1,0
1,0,0,-5.4,0,0,hsa05169,Epstein-Barr virus infection,M100,1,0
0,1,0,0,-2.2,0,GO:0030326,embryonic limb morphogenesis,M010,1,0
1,0,0,-2.5,0,0,WP5417,Cell lineage map for neuronal differentiation,M100,1,0
1,0,0,-2.3,0,0,R-HSA-4420332,Defective B3GALT6 causes EDSP2 and SEMDJL1,M100,1,0
1,0,0,-2.3,0,0,GO:0046580,negative regulation of Ras protein signal transduction,M100,1,0
1,0,0,-3.6,0,0,GO:0070663,regulation of leukocyte proliferation,M100,1,0
1,0,0,-4.4,0,0,WP2858,Ectoderm differentiation,M100,1,0
0,1,0,0,-2,0,GO:1905314,semi-lunar valve development,M010,1,0
1,0,0,-3.1,0,0,M182,PID IL3 PATHWAY,M100,1,0
1,0,0,-6.9,0,0,WP3972,PDGFR beta pathway,M100,1,0
1,0,0,-3.2,0,0,R-HSA-195721,Signaling by WNT,M100,1,0
1,0,0,-2.7,0,0,GO:1902692,regulation of neuroblast proliferation,M100,1,0
1,0,0,-2.2,0,0,GO:0048667,cell morphogenesis involved in neuron differentiation,M100,1,0
1,0,0,-2.6,0,0,R-HSA-201556,Signaling by ALK,M100,1,0
1,0,0,-2.1,0,0,GO:0021903,rostrocaudal neural tube patterning,M100,1,0
1,0,0,-3.6,0,0,WP2037,Prolactin signaling pathway,M100,1,0
1,0,0,-6.4,0,0,hsa05215,Prostate cancer,M100,1,0
1,0,0,-3.9,0,0,R-HSA-201722,Formation of the beta-catenin:TCF transactivating complex,M100,1,0
1,0,0,-2.4,0,0,GO:0001656,metanephros development,M100,1,0
1,0,0,-3.6,0,0,GO:0043586,tongue development,M100,1,0
1,0,0,-4.4,0,0,M63,PID AVB3 OPN PATHWAY,M100,1,0
1,0,0,-3,0,0,CORUM:2693,NFAT-JUN-FOS DNA-protein complex,M100,1,0
1,0,0,-2.6,0,0,GO:0070486,leukocyte aggregation,M100,1,0
1,0,0,-2.4,0,0,GO:2001014,regulation of skeletal muscle cell differentiation,M100,1,0
1,0,0,-2.1,0,0,WP3865,Novel intracellular components of RIG I like receptor pathway,M100,1,0
1,0,0,-2.4,0,0,GO:0010664,negative regulation of striated muscle cell apoptotic process,M100,1,0
0,1,0,0,-2,0,GO:0043536,positive regulation of blood vessel endothelial cell migration,M010,1,0
0,1,0,0,-2.3,0,GO:0072163,mesonephric epithelium development,M010,1,0
1,0,0,-2.6,0,0,GO:2001243,negative regulation of intrinsic apoptotic signaling pathway,M100,1,0
0,1,0,0,-2.2,0,WP4823,Genes controlling nephrogenesis,M010,1,0
1,0,0,-3.4,0,0,WP4928,MAPK pathway in congenital thyroid cancer,M100,1,0
1,0,0,-3.3,0,0,GO:0071222,cellular response to lipopolysaccharide,M100,1,0
1,0,0,-3.3,0,0,GO:0048538,thymus development,M100,1,0
1,0,0,-2.1,0,0,GO:2000378,negative regulation of reactive oxygen species metabolic process,M100,1,0
1,0,0,-5.3,0,0,M26,PID NFKAPPAB ATYPICAL PATHWAY,M100,1,0
1,0,0,-3.3,0,0,GO:0032496,response to lipopolysaccharide,M100,1,0
0,1,0,0,-4.6,0,GO:0006984,ER-nucleus signaling pathway,M010,1,0
1,0,0,-2.9,0,0,GO:0002683,negative regulation of immune system process,M100,1,0
0,1,0,0,-2.1,0,GO:0072009,nephron epithelium development,M010,1,0
1,0,0,-2.2,0,0,R-HSA-3247509,Chromatin modifying enzymes,M100,1,0
1,0,0,-2.1,0,0,GO:0061197,fungiform papilla morphogenesis,M100,1,0
1,0,0,-2.9,0,0,hsa04062,Chemokine signaling pathway,M100,1,0
1,0,0,-4.7,0,0,WP673,ErbB signaling pathway,M100,1,0
1,0,0,-2.5,0,0,GO:0060710,chorio-allantoic fusion,M100,1,0
0,1,0,0,-2.8,0,GO:0060070,canonical Wnt signaling pathway,M010,1,0
1,0,0,-2.3,0,0,GO:0006109,regulation of carbohydrate metabolic process,M100,1,0
0,1,0,0,-2,0,GO:0008203,cholesterol metabolic process,M010,1,0
1,0,0,-3.8,0,0,hsa05225,Hepatocellular carcinoma,M100,1,0
1,0,0,-2.3,0,0,R-HSA-2559585,Oncogene Induced Senescence,M100,1,0
1,0,0,-3.6,0,0,WP2023,Cell differentiation expanded index,M100,1,0
0,1,0,0,-2.2,0,GO:0198738,cell-cell signaling by wnt,M010,1,0
1,0,0,-2.6,0,0,M193,PID NEPHRIN NEPH1 PATHWAY,M100,1,0
1,0,0,-2.9,0,0,GO:2001234,negative regulation of apoptotic signaling pathway,M100,1,0
1,0,0,-3,0,0,GO:1902869,regulation of amacrine cell differentiation,M100,1,0
1,0,0,-3.1,0,0,GO:0021545,cranial nerve development,M100,1,0
1,0,0,-3.4,0,0,M164,PID ERBB1 DOWNSTREAM PATHWAY,M100,1,0
1,0,0,-2.6,0,0,WP4304,Oligodendrocyte specification and differentiation leading to myelin components for CNS,M100,1,0
1,0,0,-2.7,0,0,WP410,Exercise induced circadian regulation,M100,1,0
1,0,0,-2.3,0,0,R-HSA-5621481,C-type lectin receptors (CLRs),M100,1,0
1,0,0,-3.4,0,0,R-HSA-9823730,Formation of definitive endoderm,M100,1,0
0,1,0,0,-3,0,WP5036,Angiotensin II receptor type 1 pathway,M010,1,0
0,1,0,0,-2.3,0,GO:0007219,Notch signaling pathway,M010,1,0
1,0,0,-3,0,0,GO:0051176,positive regulation of sulfur metabolic process,M100,1,0
0,1,0,0,-2.2,0,GO:0019827,stem cell population maintenance,M010,1,0
1,0,0,-3.5,0,0,WP4538,Regulatory circuits of the STAT3 signaling pathway,M100,1,0
1,0,0,-3.4,0,0,GO:1990858,cellular response to lectin,M100,1,0
1,0,0,-2.6,0,0,GO:0060416,response to growth hormone,M100,1,0
1,0,0,-2.6,0,0,WP2011,SREBF and miR33 in cholesterol and lipid homeostasis,M100,1,0
1,0,0,-2.9,0,0,R-HSA-9725371,Nuclear events stimulated by ALK signaling in cancer,M100,1,0
1,0,0,-3.2,0,0,GO:0032648,regulation of interferon-beta production,M100,1,0
1,0,0,-3.1,0,0,WP231,TNF alpha signaling pathway,M100,1,0
1,0,0,-2.6,0,0,GO:1901654,response to ketone,M100,1,0
1,0,0,-3.1,0,0,M206,PID PDGFRA PATHWAY,M100,1,0
1,0,0,-4.2,0,0,GO:0030218,erythrocyte differentiation,M100,1,0
1,0,0,-3.8,0,0,R-HSA-2454202,Fc epsilon receptor (FCERI) signaling,M100,1,0
1,0,0,-2.6,0,0,hsa05216,Thyroid cancer,M100,1,0
1,0,0,-2.1,0,0,GO:2000109,regulation of macrophage apoptotic process,M100,1,0
0,1,0,0,-2,0,GO:0042632,cholesterol homeostasis,M010,1,0
1,0,0,-3.4,0,0,hsa05321,Inflammatory bowel disease,M100,1,0
1,0,0,-2.4,0,0,GO:0021766,hippocampus development,M100,1,0
1,0,0,-3.5,0,0,GO:0141091,transforming growth factor beta receptor superfamily signaling pathway,M100,1,0
1,0,0,-3.1,0,0,GO:0001655,urogenital system development,M100,1,0
1,0,0,-2.5,0,0,GO:2000736,regulation of stem cell differentiation,M100,1,0
1,0,0,-2.6,0,0,GO:0030219,megakaryocyte differentiation,M100,1,0
1,0,0,-2.9,0,0,GO:0035270,endocrine system development,M100,1,0
1,0,0,-2,0,0,GO:0021675,nerve development,M100,1,0
1,0,0,-3.6,0,0,GO:0070741,response to interleukin-6,M100,1,0
1,0,0,-2.2,0,0,GO:0060041,retina development in camera-type eye,M100,1,0
1,0,0,-3.6,0,0,hsa04932,Non-alcoholic fatty liver disease,M100,1,0
1,0,0,-3,0,0,M223,PID BETA CATENIN NUC PATHWAY,M100,1,0
1,0,0,-2.1,0,0,GO:0002831,regulation of response to biotic stimulus,M100,1,0
0,1,0,0,-2.2,0,GO:0002763,positive regulation of myeloid leukocyte differentiation,M010,1,0
0,1,0,0,-2.2,0,GO:0031960,response to corticosteroid,M010,1,0
1,0,0,-3.9,0,0,GO:0050728,negative regulation of inflammatory response,M100,1,0
1,0,0,-3.4,0,0,GO:0070102,interleukin-6-mediated signaling pathway,M100,1,0
1,0,0,-2.3,0,0,hsa04934,Cushing syndrome,M100,1,0
1,0,0,-2.6,0,0,WP712,Estrogen signaling pathway,M100,1,0
1,0,0,-2.1,0,0,GO:0038095,Fc-epsilon receptor signaling pathway,M100,1,0
1,0,0,-3.4,0,0,GO:0032944,regulation of mononuclear cell proliferation,M100,1,0
1,0,0,-3,0,0,GO:0043367,"CD4-positive, alpha-beta T cell differentiation",M100,1,0
1,0,0,-3.2,0,0,GO:0051091,positive regulation of DNA-binding transcription factor activity,M100,1,0
1,0,0,-2.5,0,0,CORUM:5228,REL-MAP3K8-RELA-TNIP2-PAPOLA complex,M100,1,0
1,0,0,-2.4,0,0,GO:1900017,positive regulation of cytokine production involved in inflammatory response,M100,1,0
1,0,0,-5.1,0,0,GO:0032868,response to insulin,M100,1,0
0,1,0,0,-2.4,0,GO:0042733,embryonic digit morphogenesis,M010,1,0
1,0,0,-2.8,0,0,WP4396,Nonalcoholic fatty liver disease,M100,1,0
1,0,0,-3.3,0,0,WP3680,Physico chemical features and toxicity associated pathways,M100,1,0
1,0,0,-2.6,0,0,WP3931,Embryonic stem cell pluripotency pathways,M100,1,0
1,0,0,-2.2,0,0,GO:0098609,cell-cell adhesion,M100,1,0
1,0,0,-2.7,0,0,GO:1901861,regulation of muscle tissue development,M100,1,0
1,0,0,-2.5,0,0,WP3407,FTO obesity variant mechanism,M100,1,0
1,0,0,-3,0,0,GO:0043122,regulation of canonical NF-kappaB signal transduction,M100,1,0
1,0,0,-3.3,0,0,R-HSA-975138,TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation,M100,1,0
1,0,0,-2.7,0,0,M295,SIG PIP3 SIGNALING IN CARDIAC MYOCTES,M100,1,0
1,0,0,-2.4,0,0,WP5358,JAK STAT signaling in the regulation of Beta cells,M100,1,0
1,0,0,-2.3,0,0,GO:0032735,positive regulation of interleukin-12 production,M100,1,0
1,0,0,-3.1,0,0,GO:0060541,respiratory system development,M100,1,0
1,0,0,-2.9,0,0,GO:0042093,T-helper cell differentiation,M100,1,0
1,0,0,-5.8,0,0,GO:0014013,regulation of gliogenesis,M100,1,0
1,0,0,-4.5,0,0,WP4879,Overlap between signal transduction pathways contributing to LMNA laminopathies,M100,1,0
1,0,0,-2.6,0,0,GO:0021780,glial cell fate specification,M100,1,0
1,0,0,-2.3,0,0,WP4255,Non small cell lung cancer,M100,1,0
0,1,0,0,-2.2,0,GO:0003180,aortic valve morphogenesis,M010,1,0
1,0,0,-3.3,0,0,GO:0009611,response to wounding,M100,1,0
1,0,0,-3.5,0,0,GO:0001709,cell fate determination,M100,1,0
1,0,0,-2.5,0,0,WP2064,Neural crest differentiation,M100,1,0
1,0,0,-3,0,0,GO:0038154,interleukin-11-mediated signaling pathway,M100,1,0
1,0,0,-2.6,0,0,hsa04915,Estrogen signaling pathway,M100,1,0
1,0,0,-3.1,0,0,R-HSA-450282,MAPK targets/ Nuclear events mediated by MAP kinases,M100,1,0
1,0,0,-2.8,0,0,GO:0050851,antigen receptor-mediated signaling pathway,M100,1,0
1,0,0,-2,0,0,GO:0045834,positive regulation of lipid metabolic process,M100,1,0
1,0,0,-2.3,0,0,GO:0042129,regulation of T cell proliferation,M100,1,0
1,0,0,-2.5,0,0,GO:0001704,formation of primary germ layer,M100,1,0
1,0,0,-2.1,0,0,WP384,Apoptosis modulation by HSP70,M100,1,0
1,0,0,-2.9,0,0,GO:0006111,regulation of gluconeogenesis,M100,1,0
1,0,0,-4.3,0,0,WP2034,Leptin signaling pathway,M100,1,0
0,1,0,0,-3,0,GO:0001816,cytokine production,M010,1,0
1,0,0,-5.1,0,0,R-HSA-2559582,Senescence-Associated Secretory Phenotype (SASP),M100,1,0
1,0,0,-3.1,0,0,GO:0048871,multicellular organismal-level homeostasis,M100,1,0
0,1,0,0,-4.3,0,GO:0003151,outflow tract morphogenesis,M010,1,0
0,1,0,0,-2.2,0,GO:0060537,muscle tissue development,M010,1,0
1,0,0,-4.9,0,0,hsa05160,Hepatitis C,M100,1,0
1,0,0,-4.3,0,0,WP3303,RAC1 PAK1 p38 MMP2 pathway,M100,1,0
0,1,0,0,-2.7,0,GO:0035282,segmentation,M010,1,0
1,0,0,-3.6,0,0,R-HSA-2151201,Transcriptional activation of mitochondrial biogenesis,M100,1,0
1,0,0,-2.7,0,0,R-HSA-168188,Toll Like Receptor TLR6:TLR2 Cascade,M100,1,0
1,0,0,-2.2,0,0,hsa05152,Tuberculosis,M100,1,0
1,0,0,-2.1,0,0,M134,PID TCR RAS PATHWAY,M100,1,0
1,0,0,-2.4,0,0,R-HSA-9705462,Inactivation of CSF3 (G-CSF) signaling,M100,1,0
1,0,0,-2.8,0,0,GO:0007492,endoderm development,M100,1,0
1,0,0,-3.1,0,0,WP5218,Extrafollicular and follicular B cell activation by SARS CoV 2,M100,1,0
1,0,0,-2.5,0,0,hsa04931,Insulin resistance,M100,1,0
1,0,0,-2.1,0,0,CORUM:2084,NFKB1-NFKB2-REL-RELA-RELB complex,M100,1,0
1,0,0,-7,0,0,WP5381,Smith Magenis and Potocki Lupski syndrome copy number variation,M100,1,0
1,0,0,-2.6,0,0,WP585,Interferon type I signaling pathways,M100,1,0
0,1,0,0,-4.4,0,GO:0048340,paraxial mesoderm morphogenesis,M010,1,0
0,1,0,0,-2.5,0,GO:0071385,cellular response to glucocorticoid stimulus,M010,1,0
1,0,0,-4.7,0,0,WP3646,Hepatitis C and hepatocellular carcinoma,M100,1,0
1,0,0,-2.7,0,0,R-HSA-181438,Toll Like Receptor 2 (TLR2) Cascade,M100,1,0
1,0,0,-2.9,0,0,CORUM:642,CtBP complex,M100,1,0
1,0,0,-3.2,0,0,GO:0042593,glucose homeostasis,M100,1,0
1,0,0,-5.6,0,0,WP2112,IL 17 signaling pathway,M100,1,0
1,0,0,-2.4,0,0,GO:0010885,regulation of cholesterol storage,M100,1,0
1,0,0,-3.1,0,0,hsa04613,Neutrophil extracellular trap formation,M100,1,0
0,1,0,0,-2.4,0,GO:0044703,multi-organism reproductive process,M010,1,0
1,0,0,-2.9,0,0,WP1528,Physiological and pathological hypertrophy of the heart,M100,1,0
1,0,0,-2.8,0,0,GO:0030162,regulation of proteolysis,M100,1,0
1,0,0,-3.3,0,0,hsa04657,IL-17 signaling pathway,M100,1,0
1,0,0,-2.7,0,0,GO:0002067,glandular epithelial cell differentiation,M100,1,0
1,0,0,-4.1,0,0,M7,PID FCER1 PATHWAY,M100,1,0
1,0,0,-2.7,0,0,R-HSA-168179,Toll Like Receptor TLR1:TLR2 Cascade,M100,1,0
1,0,0,-2.1,0,0,GO:0071774,response to fibroblast growth factor,M100,1,0
1,0,0,-2.8,0,0,R-HSA-8878159,Transcriptional regulation by RUNX3,M100,1,0
1,0,0,-2.1,0,0,WP2815,Mammary gland development pathway Involution Stage 4 of 4,M100,1,0
1,0,0,-2,0,0,GO:1901874,negative regulation of post-translational protein modification,M100,1,0
0,1,0,0,-2.2,0,GO:0046660,female sex differentiation,M010,1,0
1,0,0,-4.3,0,0,R-HSA-9615017,"FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes",M100,1,0
1,0,0,-2.2,0,0,R-HSA-983231,Factors involved in megakaryocyte development and platelet production,M100,1,0
1,0,0,-3.7,0,0,WP4223,Ras signaling,M100,1,0
1,0,0,-2,0,0,GO:0048872,homeostasis of number of cells,M100,1,0
1,0,0,-3.1,0,0,R-HSA-9614085,FOXO-mediated transcription,M100,1,0
1,0,0,-2.9,0,0,M8626,SIG BCR SIGNALING PATHWAY,M100,1,0
0,1,0,0,-2.1,0,GO:0035051,cardiocyte differentiation,M010,1,0
1,0,0,-2.4,0,0,GO:0030324,lung development,M100,1,0
1,0,0,-2.1,0,0,GO:0071480,cellular response to gamma radiation,M100,1,0
1,0,0,-2.1,0,0,GO:0046716,muscle cell cellular homeostasis,M100,1,0
1,0,0,-7.2,0,0,GO:0030098,lymphocyte differentiation,M100,1,0
1,0,0,-4.4,0,0,GO:0050767,regulation of neurogenesis,M100,1,0
0,1,0,0,-3.8,0,GO:0048514,blood vessel morphogenesis,M010,1,0
1,0,0,-2.9,0,0,M234,PID IL2 STAT5 PATHWAY,M100,1,0
1,0,0,-2.1,0,0,GO:0032736,positive regulation of interleukin-13 production,M100,1,0
1,0,0,-2,0,0,R-HSA-8943724,Regulation of PTEN gene transcription,M100,1,0
1,0,0,-2.1,0,0,R-HSA-3134963,DEx/H-box helicases activate type I IFN and inflammatory cytokines production,M100,1,0
1,0,0,-3.9,0,0,GO:0045666,positive regulation of neuron differentiation,M100,1,0
1,0,0,-3.3,0,0,WP4746,Thyroid hormones production and peripheral downstream signaling effects,M100,1,0
1,0,0,-3.1,0,0,R-HSA-400253,Circadian Clock,M100,1,0
1,0,0,-2.5,0,0,GO:0035710,"CD4-positive, alpha-beta T cell activation",M100,1,0
1,0,0,-3,0,0,GO:1903146,regulation of autophagy of mitochondrion,M100,1,0
1,0,0,-3.6,0,0,WP4961,STING pathway in Kawasaki like disease and COVID 19,M100,1,0
1,0,0,-3.4,0,0,WP2895,Differentiation of white and brown adipocyte,M100,1,0
0,1,0,0,-2.4,0,GO:0051384,response to glucocorticoid,M010,1,0
1,0,0,-3.3,0,0,GO:1902532,negative regulation of intracellular signal transduction,M100,1,0
1,0,0,-2.9,0,0,hsa05131,Shigellosis,M100,1,0
0,1,0,0,-3.7,0,GO:0001944,vasculature development,M010,1,0
1,0,0,-2.3,0,0,GO:0002360,T cell lineage commitment,M100,1,0
1,0,0,-2.3,0,0,GO:0031329,regulation of cellular catabolic process,M100,1,0
1,0,0,-3.4,0,0,R-HSA-9700206,Signaling by ALK in cancer,M100,1,0
1,0,0,-6.4,0,0,GO:0002694,regulation of leukocyte activation,M100,1,0
1,0,0,-2.6,0,0,GO:0001711,endodermal cell fate commitment,M100,1,0
0,1,0,0,-2.9,0,GO:0031668,cellular response to extracellular stimulus,M010,1,0
1,0,0,-5.4,0,0,R-HSA-383280,Nuclear Receptor transcription pathway,M100,1,0
1,0,0,-4.8,0,0,WP4842,Mammalian disorder of sexual development,M100,1,0
1,0,0,-2.1,0,0,GO:0002764,immune response-regulating signaling pathway,M100,1,0
0,1,0,0,-2.3,0,R-HSA-5688426,Deubiquitination,M010,1,0
1,0,0,-4.7,0,0,GO:0071216,cellular response to biotic stimulus,M100,1,0
1,0,0,-2.3,0,0,GO:0051345,positive regulation of hydrolase activity,M100,1,0
1,0,0,-4.1,0,0,R-HSA-400508,"Incretin synthesis, secretion, and inactivation",M100,1,0
1,0,0,-2.9,0,0,CORUM:626,LSD1 complex,M100,1,0
1,0,0,-2.9,0,0,GO:1901863,positive regulation of muscle tissue development,M100,1,0
1,0,0,-2.5,0,0,GO:0033209,tumor necrosis factor-mediated signaling pathway,M100,1,0
1,0,0,-2.6,0,0,GO:0042476,odontogenesis,M100,1,0
1,0,0,-2.2,0,0,GO:0044772,mitotic cell cycle phase transition,M100,1,0
1,0,0,-3.6,0,0,GO:0060438,trachea development,M100,1,0
1,0,0,-2.6,0,0,GO:0002366,leukocyte activation involved in immune response,M100,1,0
1,0,0,-2,0,0,R-HSA-877300,Interferon gamma signaling,M100,1,0
0,1,0,0,-2.1,0,GO:0071453,cellular response to oxygen levels,M010,1,0
1,0,0,-2.5,0,0,GO:0031334,positive regulation of protein-containing complex assembly,M100,1,0
1,0,0,-2.3,0,0,R-HSA-3214841,PKMTs methylate histone lysines,M100,1,0
1,0,0,-3.1,0,0,WP4336,ncRNAs involved in Wnt signaling in hepatocellular carcinoma,M100,1,0
1,0,0,-2.8,0,0,GO:0007178,transmembrane receptor protein serine/threonine kinase signaling pathway,M100,1,0
1,0,0,-2.4,0,0,GO:0007179,transforming growth factor beta receptor signaling pathway,M100,1,0
1,0,0,-2.6,0,0,GO:0043467,regulation of generation of precursor metabolites and energy,M100,1,0
1,0,0,-2,0,0,GO:0014033,neural crest cell differentiation,M100,1,0
0,1,0,0,-2.7,0,GO:0014855,striated muscle cell proliferation,M010,1,0
1,0,0,-2.3,0,0,WP722,Serotonin HTR1 group and FOS pathway,M100,1,0
1,0,0,-2.4,0,0,GO:0043031,negative regulation of macrophage activation,M100,1,0
1,0,0,-4.1,0,0,WP4211,Transcriptional cascade regulating adipogenesis,M100,1,0
1,0,0,-3,0,0,WP2817,Mammary gland development pathway Pregnancy and lactation Stage 3 of 4,M100,1,0
1,0,0,-2.1,0,0,GO:0050900,leukocyte migration,M100,1,0
1,0,0,-3,0,0,GO:0050867,positive regulation of cell activation,M100,1,0
1,0,0,-2.3,0,0,WP4585,Cancer immunotherapy by PD 1 blockade,M100,1,0
1,0,0,-2.4,0,0,R-HSA-9634638,Estrogen-dependent nuclear events downstream of ESR-membrane signaling,M100,1,0
1,0,0,-2.9,0,0,GO:0071425,hematopoietic stem cell proliferation,M100,1,0
1,0,0,-2.2,0,0,GO:0010660,regulation of muscle cell apoptotic process,M100,1,0
1,0,0,-4.1,0,0,GO:0048715,negative regulation of oligodendrocyte differentiation,M100,1,0
1,0,0,-2.5,0,0,CORUM:2536,PLC-gamma-2-SLP-76-Lyn-Grb2 complex,M100,1,0
0,1,0,0,-4.7,0,GO:0048762,mesenchymal cell differentiation,M010,1,0
1,0,0,-3,0,0,GO:0060397,growth hormone receptor signaling pathway via JAK-STAT,M100,1,0
1,0,0,-5.6,0,0,hsa05213,Endometrial cancer,M100,1,0
1,0,0,-2.9,0,0,GO:0032922,circadian regulation of gene expression,M100,1,0
1,0,0,-3.8,0,0,GO:0034101,erythrocyte homeostasis,M100,1,0
1,0,0,-2.9,0,0,WP363,Wnt signaling pathway,M100,1,0
1,0,0,-2.4,0,0,WP313,Hepatocyte growth factor receptor signaling,M100,1,0
1,0,0,-4.1,0,0,WP4816,TGF beta receptor signaling in skeletal dysplasias,M100,1,0
1,0,0,-2.3,0,0,GO:0002053,positive regulation of mesenchymal cell proliferation,M100,1,0
1,0,0,-6.9,0,0,R-HSA-2559583,Cellular Senescence,M100,1,0
1,0,0,-2.1,0,0,GO:0006930,"substrate-dependent cell migration, cell extension",M100,1,0
1,0,0,-3.3,0,0,GO:0050864,regulation of B cell activation,M100,1,0
1,0,0,-2.7,0,0,GO:2000177,regulation of neural precursor cell proliferation,M100,1,0
1,0,0,-2.3,0,0,WP400,p38 MAPK signaling pathway,M100,1,0
1,0,0,-5.1,0,0,CORUM:3045,hs4 enhancer complex (faster migrating complex),M100,1,0
1,0,0,-3,0,0,WP289,Myometrial relaxation and contraction pathways,M100,1,0
1,0,0,-2.8,0,0,hsa05140,Leishmaniasis,M100,1,0
1,0,0,-2.4,0,0,GO:0000278,mitotic cell cycle,M100,1,0
1,0,0,-3.7,0,0,GO:0014015,positive regulation of gliogenesis,M100,1,0
1,0,0,-3.4,0,0,GO:0021953,central nervous system neuron differentiation,M100,1,0
1,0,0,-3.1,0,0,R-HSA-400206,Regulation of lipid metabolism by PPARalpha,M100,1,0
1,0,0,-2.6,0,0,GO:0035024,negative regulation of Rho protein signal transduction,M100,1,0
1,0,0,-2.1,0,0,GO:0046533,negative regulation of photoreceptor cell differentiation,M100,1,0
1,0,0,-2.2,0,0,R-HSA-9679506,SARS-CoV Infections,M100,1,0
1,0,0,-3.2,0,0,hsa04211,Longevity regulating pathway,M100,1,0
0,1,0,0,-2.2,0,GO:0001823,mesonephros development,M010,1,0
1,0,0,-5.5,0,0,GO:0030855,epithelial cell differentiation,M100,1,0
1,0,0,-2.1,0,0,GO:0046532,regulation of photoreceptor cell differentiation,M100,1,0
1,0,0,-6,0,0,R-HSA-8853884,Transcriptional Regulation by VENTX,M100,1,0
0,1,0,0,-3.8,0,GO:0001569,branching involved in blood vessel morphogenesis,M010,1,0
1,0,0,-2.2,0,0,GO:2001233,regulation of apoptotic signaling pathway,M100,1,0
0,1,0,0,-3.3,0,GO:0010717,regulation of epithelial to mesenchymal transition,M010,1,0
1,0,0,-2.3,0,0,GO:1903047,mitotic cell cycle process,M100,1,0
1,0,0,-4.4,0,0,GO:0048534,hematopoietic or lymphoid organ development,M100,1,0
0,1,0,0,-3.5,0,GO:0046879,hormone secretion,M010,1,0
1,0,0,-3.1,0,0,GO:0003310,pancreatic A cell differentiation,M100,1,0
1,0,0,-2.1,0,0,WP3995,Prion disease pathway,M100,1,0
1,0,0,-4.5,0,0,GO:0045665,negative regulation of neuron differentiation,M100,1,0
1,0,0,-3,0,0,GO:0032667,regulation of interleukin-23 production,M100,1,0
1,0,0,-2.4,0,0,WP2881,Estrogen receptor pathway,M100,1,0
1,0,0,-2.9,0,0,GO:0048384,retinoic acid receptor signaling pathway,M100,1,0
0,1,0,0,-2.3,0,GO:0001657,ureteric bud development,M010,1,0
1,0,0,-2.9,0,0,GO:0048588,developmental cell growth,M100,1,0
1,0,0,-2.1,0,0,GO:0045667,regulation of osteoblast differentiation,M100,1,0
1,0,0,-5.1,0,0,GO:0031641,regulation of myelination,M100,1,0
1,0,0,-2.1,0,0,GO:0042552,myelination,M100,1,0
1,0,0,-4.7,0,0,WP4337,ncRNAs involved in STAT3 signaling in hepatocellular carcinoma,M100,1,0
1,0,0,-3.4,0,0,GO:1904888,cranial skeletal system development,M100,1,0
0,1,0,0,-2.1,0,GO:0043525,positive regulation of neuron apoptotic process,M010,1,0
0,1,0,0,-2.4,0,WP1982,Sterol regulatory element binding proteins SREBP signaling,M010,1,0
1,0,0,-4.8,0,0,GO:0050865,regulation of cell activation,M100,1,0
0,1,0,0,-2.2,0,GO:0036294,cellular response to decreased oxygen levels,M010,1,0
1,0,0,-3.7,0,0,WP2637,Interleukin 1 IL 1 structural pathway,M100,1,0
1,0,0,-2.1,0,0,GO:0050832,defense response to fungus,M100,1,0
1,0,0,-2.4,0,0,R-HSA-9669938,Signaling by KIT in disease,M100,1,0
1,0,0,-4.7,0,0,GO:0032479,regulation of type I interferon production,M100,1,0
1,0,0,-2.9,0,0,GO:0045471,response to ethanol,M100,1,0
1,0,0,-2.1,0,0,GO:0045765,regulation of angiogenesis,M100,1,0
1,0,0,-2,0,0,GO:1901342,regulation of vasculature development,M100,1,0
0,1,0,0,-2.1,0,GO:0010595,positive regulation of endothelial cell migration,M010,1,0
1,0,0,-5.4,0,0,GO:0021895,cerebral cortex neuron differentiation,M100,1,0
1,0,0,-2.9,0,0,hsa04664,Fc epsilon RI signaling pathway,M100,1,0
