_MEMBER_M19050.Micro,_MEMBER_M19050.OPC,_MEMBER_M19050.Oligo,_MEMBER_M59593.Micro,_MEMBER_M59593.OPC,_MEMBER_M59593.Oligo,_MEMBER_att_D_AD_1,_MEMBER_att_D_AD_2,_MEMBER_att_D_SCZ_1,_MEMBER_att_D_SCZ_2,_MEMBER_att_D_no_prior_0,_MEMBER_att_D_no_prior_1,_MEMBER_att_D_no_prior_2,_MEMBER_att_D_no_prior_3,_LogP_M19050.Micro,_LogP_M19050.OPC,_LogP_M19050.Oligo,_LogP_M59593.Micro,_LogP_M59593.OPC,_LogP_M59593.Oligo,_LogP_att_D_AD_1,_LogP_att_D_AD_2,_LogP_att_D_SCZ_1,_LogP_att_D_SCZ_2,_LogP_att_D_no_prior_0,_LogP_att_D_no_prior_1,_LogP_att_D_no_prior_2,_LogP_att_D_no_prior_3,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,0,0,0,0,0,0,0,0,0,1,0,0,1,-3.7,0,0,0,0,0,0,0,0,0,-2.6,0,0,-2.5,C0919747,M10000000001001,3,0,DisGeNET,35,Cytokine storm,,-3.7,7.2,5.7,30304,97,259,6,2.3,0.93,2275|3572|3663|3684|3965|7305,FHL3|IL6ST|IRF5|ITGAM|LGALS9|TYROBP,-3,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,-3.7,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,C0263666,M10000000000001,2,0,DisGeNET,35,"Dermatomyositis, Childhood Type",,-3.7,9.4,6.2,30304,62,259,5,1.9,0.85,3109|3665|3965|5336|6696,HLA-DMB|IRF7|LGALS9|PLCG2|SPP1,-3,0
1,0,1,0,0,1,0,0,0,0,0,0,0,0,-3.7,0,-3.4,0,0,-3.1,0,0,0,0,0,0,0,0,C0267941,M10100100000000,3,0,DisGeNET,35,"Pancreatitis, Acute Necrotizing",,-3.7,9.4,6.2,30304,62,259,5,1.9,0.85,1508|3162|4360|6916|7832,CTSB|HMOX1|MRC1|TBXAS1|BTG2,-3,0
1,0,0,0,0,0,1,1,1,1,1,1,0,1,-2.8,0,0,0,0,0,-2.2,-3.7,-2.7,-2.6,-2.6,-3.5,0,-2.3,C0005818,M10000011111101,8,0,DisGeNET,35,Blood Platelet Disorders,,-3.7,14,7,30304,59,146,4,2.7,1.4,861|2313|5321|7450,RUNX1|FLI1|PLA2G4A|VWF,-3,0
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2.2,-3.7,-2.7,0,0,0,0,0,C0238013,M00000011100000,3,0,DisGeNET,35,Invasive aspergillosis,,-3.7,14,7,30304,59,146,4,2.7,1.4,6850|7096|64581|83666,SYK|TLR1|CLEC7A|PARP9,-3,0
0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,-3.4,0,-2.4,-2.2,0,-3.7,-3.7,0,C0240063,M00000010110110,5,0,DisGeNET,35,Coloboma of iris,,-3.7,5.1,5.2,30304,153,311,8,2.6,0.9,2260|2313|5925|9935|23765|84570|84976|340419,FGFR1|FLI1|RB1|MAFB|IL17RA|COL25A1|DISP1|RSPO2,-3,0
1,0,0,0,0,0,0,0,0,0,1,0,0,1,-3.7,0,0,0,0,0,0,0,0,0,-3.3,0,0,-2.8,C0037221,M10000000001001,3,0,DisGeNET,35,Situs Inversus,,-3.7,5.9,5.4,30304,138,259,7,2.7,1,834|920|2214|4360|6696|7454|7538,CASP1|CD4|FCGR3A|MRC1|SPP1|WAS|ZFP36,-3,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,-3.7,0,0,0,0,0,0,0,0,0,-2.6,0,0,0,C0235989,M10000000001000,2,0,DisGeNET,35,Renal interstitial fibrosis,,-3.7,5.9,5.4,30304,138,259,7,2.7,1,199|718|1026|4851|5293|5327|6696,AIF1|C3|CDKN1A|NOTCH1|PIK3CD|PLAT|SPP1,-3,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-2.8,-3.7,0,0,C1704423,M00000000001100,2,0,DisGeNET,35,Milroy Disease,,-3.7,9.4,6.2,30304,52,311,5,1.6,0.71,567|2624|5649|5925|9935,B2M|GATA2|RELN|RB1|MAFB,-3,0
0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,-3.7,0,0,0,0,0,-2.1,0,0,0,-2.9,0,0,C3468561,M01000001000100,3,0,DisGeNET,35,familial atrial fibrillation,,-3.7,7.2,5.7,30304,157,160,6,3.8,1.5,463|3762|5396|10090|79658|222553,ZFHX3|KCNJ5|PRRX1|UST|ARHGAP10|SLC35F1,-3,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.7,0,0,0,0,0,0,0,0,C0025874,M00000100000000,1,0,DisGeNET,35,Metrorrhagia,,-3.7,26,8.5,30304,17,205,3,1.5,0.84,2313|7704|64859,FLI1|ZBTB16|NABP1,-3,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.7,0,0,0,0,0,0,0,0,C0231311,M00000100000000,1,0,DisGeNET,35,Jet Lag Syndrome,,-3.7,26,8.5,30304,17,205,3,1.5,0.84,3091|6319|6720,HIF1A|SCD|SREBF1,-3,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.7,0,0,0,0,0,0,0,0,C3888198,M00000100000000,1,0,DisGeNET,35,"BESTROPHINOPATHY, AUTOSOMAL RECESSIVE",,-3.7,26,8.5,30304,17,205,3,1.5,0.84,2495|4306|7439,FTH1|NR3C2|BEST1,-3,0
1,0,0,0,0,1,1,0,0,0,1,1,0,0,-2.4,0,0,0,0,-3.7,-2.5,0,0,0,-2.7,-3.2,0,0,C0346957,M10000110001100,5,0,DisGeNET,35,Disseminated Malignant Neoplasm,,-3.7,5.1,5.2,30304,232,205,8,3.9,1.4,1316|2309|2495|5467|7048|7832|51085|51176,KLF6|FOXO3|FTH1|PPARD|TGFBR2|BTG2|MLXIPL|LEF1,-3,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-3.7,-3.7,0,0,C3840252,M00000000001100,2,0,DisGeNET,35,Pseudomyogenic (epithelioid sarcoma-like) hemangioendothelioma,,-3.7,25,8.4,30304,12,298,3,1,0.58,2353|5156|5175,FOS|PDGFRA|PECAM1,-3,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.7,0,0,0,C3888044,M00000000001000,1,0,DisGeNET,35,Nephrogenic Systemic Fibrosis,,-3.7,25,8.4,30304,12,298,3,1,0.58,1462|1634|51284,VCAN|DCN|TLR7,-3,0
0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,-3.4,0,0,0,0,-2.3,0,0,-2.9,-3.7,-2.9,0,0,C1519383,M01000010011100,5,0,DisGeNET,35,Smoking Behaviors,,-3.7,4.1,4.9,30304,249,298,10,3.4,1,861|4862|6913|23090|55803|55843|57217|64778|91768|401237,RUNX1|NPAS2|TBX15|ZNF423|ADAP2|ARHGAP15|TTC7A|FNDC3B|CABLES1|CASC15,-3,0
1,0,0,0,0,0,1,0,0,1,1,1,1,0,-3.3,0,0,0,0,0,-2.5,0,0,-2.2,-3.7,-2.2,-2.8,0,C4049938,M10000010011110,6,0,DisGeNET,35,Physical Activity Measurement,,-3.7,5.1,5.2,30304,160,298,8,2.7,0.94,3122|3123|3784|6913|6934|64778|91768|400955,HLA-DRA|HLA-DRB1|KCNQ1|TBX15|TCF7L2|FNDC3B|CABLES1|LINC01122,-3,0
0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,-2.3,0,-3.7,-2.1,C0034150,M00000000001011,3,0,DisGeNET,35,Purpura,,-3.7,9.4,6.2,30304,68,237,5,2.1,0.93,3123|5580|6239|10019|26191,HLA-DRB1|PRKCD|RREB1|SH2B3|PTPN22,-3,0
1,0,0,0,0,0,0,1,0,0,0,0,0,1,-3.7,0,0,0,0,0,0,-3.2,0,0,0,0,0,-2.9,C0856747,M10000001000001,3,0,DisGeNET,35,Aneurysm of ascending aorta,,-3.7,14,6.9,30304,34,259,4,1.5,0.77,4851|6696|7045|7046,NOTCH1|SPP1|TGFBI|TGFBR1,-3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.7,C0020546,M00000000000001,1,0,DisGeNET,35,Hypertensive crisis,,-3.7,26,8.5,30304,19,184,3,1.6,0.93,3106|3123|6239,HLA-B|HLA-DRB1|RREB1,-3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.7,C3495436,M00000000000001,1,0,DisGeNET,35,American cutaneous leishmaniasis,,-3.7,26,8.5,30304,19,184,3,1.6,0.93,2313|3106|3123,FLI1|HLA-B|HLA-DRB1,-3,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,C0031039,M10000000000000,1,0,DisGeNET,35,Pericardial effusion,,-3.7,7.2,5.7,30304,98,259,6,2.3,0.93,712|3572|5327|6696|7046|83483,C1QA|IL6ST|PLAT|SPP1|TGFBR1|PLVAP,-3,0
0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,-2.1,-2.4,-3.7,-2.4,0,0,0,-3.1,C0038325,M00000011110001,5,0,DisGeNET,35,Stevens-Johnson Syndrome,,-3.7,14,6.9,30304,67,130,4,3.1,1.5,3566|5243|5925|10320,IL4R|ABCB1|RB1|IKZF1,-2.9,0
1,0,0,0,0,0,1,1,1,0,1,0,1,1,-2.4,0,0,0,0,0,-2.1,-2.5,-3.7,0,-2.1,0,-2.5,-3,C4025272,M10000011101011,7,0,DisGeNET,35,Peripheral arterial stenosis,,-3.7,9.4,6.2,30304,124,130,5,3.8,1.7,3949|5243|7046|7048|64805,LDLR|ABCB1|TGFBR1|TGFBR2|P2RY12,-2.9,0
0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,-2,0,-3.7,-3.5,0,0,C0039101,M00000000101100,3,0,DisGeNET,35,synovial sarcoma,,-3.7,3.7,4.7,30304,299,298,11,3.7,1.1,604|1520|2078|2308|3689|5156|5293|6663|7852|8202|131096,BCL6|CTSS|ERG|FOXO1|ITGB2|PDGFRA|PIK3CD|SOX10|CXCR4|NCOA3|KCNH8,-2.9,0
1,1,0,1,0,0,0,0,0,0,1,1,1,0,-2.1,-2.4,0,-2,0,0,0,0,0,0,-3,-2.3,-3.7,0,C0035344,M11010000001110,6,0,DisGeNET,35,Retinopathy of Prematurity,,-3.7,5.1,5.1,30304,202,237,8,3.4,1.2,2321|3091|6513|7052|7132|7133|8828|51176,FLT1|HIF1A|SLC2A1|TGM2|TNFRSF1A|TNFRSF1B|NRP2|LEF1,-2.9,0
1,1,0,0,0,1,1,1,0,1,1,0,1,0,-3.4,-2.4,0,0,0,-3.3,-3.6,-2.5,0,-3.4,-3,0,-3.7,0,C0041234,M11000111011010,8,0,DisGeNET,35,Chagas Disease,,-3.7,5.1,5.1,30304,202,237,8,3.4,1.2,942|1508|3123|4205|4780|6556|7133|26191,CD86|CTSB|HLA-DRB1|MEF2A|NFE2L2|SLC11A1|TNFRSF1B|PTPN22,-2.9,0
1,0,0,0,0,0,1,0,0,0,1,0,1,1,-2.1,0,0,0,0,0,-2.1,0,0,0,-3,0,-3.7,-2.1,C0276447,M10000010001011,5,0,DisGeNET,35,Rhinovirus infection,,-3.7,5.1,5.1,30304,202,237,8,3.4,1.2,3687|3689|3949|4645|4780|6646|9402|57162,ITGAX|ITGB2|LDLR|MYO5B|NFE2L2|SOAT1|GRAP2|PELI1,-2.9,0
1,0,0,0,0,0,1,0,0,0,0,1,1,0,-3.7,0,0,0,0,0,-3,0,0,0,0,-3.2,-3.2,0,C2609414,M10000010000110,4,0,DisGeNET,35,Acute kidney injury,,-3.7,5.1,5.1,30304,185,259,8,3.1,1.1,718|834|3162|3303|5724|6556|6696|10763,C3|CASP1|HMOX1|HSPA1A|PTAFR|SLC11A1|SPP1|NES,-2.9,0
0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-3.7,-2.2,-2.1,-2.5,C0920350,M00000000001111,4,0,DisGeNET,35,Autoimmune thyroiditis,,-3.7,5.1,5.1,30304,161,298,8,2.7,0.94,113|2113|2697|3123|3689|4088|5293|6646,ADCY7|ETS1|GJA1|HLA-DRB1|ITGB2|SMAD3|PIK3CD|SOAT1,-2.9,0
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-3.7,0,-2.8,0,C0085997,M00000000001010,2,0,DisGeNET,35,"Child Development Disorders, Specific",,-3.7,14,6.9,30304,30,298,4,1.3,0.67,8671|57705|81704|152330,SLC4A4|WDFY4|DOCK8|CNTN4,-2.9,0
1,0,0,0,0,0,1,0,0,0,1,1,0,0,-2.7,0,0,0,0,0,-3.1,0,0,0,-3.7,-2.5,0,0,C0175699,M10000010001100,4,0,DisGeNET,35,Saethre-Chotzen Syndrome,,-3.7,14,6.9,30304,30,298,4,1.3,0.67,2261|2737|5293|6938,FGFR3|GLI3|PIK3CD|TCF12,-2.9,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.7,0,0,0,0,0,0,0,0,0,0,0,0,C0266525,M01000000000000,1,0,DisGeNET,35,Irido-corneal dysgenesis,,-3.7,26,8.5,30304,22,160,3,1.9,1.1,1545|4094|5293,CYP1B1|MAF|PIK3CD,-2.9,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.7,0,0,0,0,0,0,0,0,0,0,0,0,C4025644,M01000000000000,1,0,DisGeNET,35,Hypothalamic gonadotropin-releasing hormone deficiency,,-3.7,26,8.5,30304,22,160,3,1.9,1.1,1630|6663|81848,DCC|SOX10|SPRY4,-2.9,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,C0272187,M10000000000000,1,0,DisGeNET,35,Congenital leukocyte adherence deficiency,,-3.7,25,8.4,30304,14,259,3,1.2,0.66,3684|64170|83706,ITGAM|CARD9|FERMT3,-2.9,0
1,1,0,0,0,0,1,0,0,0,1,1,1,1,-3.2,-2,0,0,0,0,-2.9,0,0,0,-3.3,-3.7,-3.5,-3.6,C0850666,M11000010001111,7,0,DisGeNET,35,Infection caused by Helicobacter pylori,,-3.7,3.5,4.6,30304,337,311,12,3.9,1.1,604|864|960|2321|2353|2624|3459|6857|7052|7096|56963|139818,BCL6|RUNX3|CD44|FLT1|FOS|GATA2|IFNGR1|SYT1|TGM2|TLR1|RGMA|DOCK11,-2.9,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.7,0,C0002878,M00000000000010,1,0,DisGeNET,35,"Anemia, Hemolytic",,-3.7,5.9,5.3,30304,153,237,7,3,1.1,2|3123|5580|6513|7037|7456|26191,A2M|HLA-DRB1|PRKCD|SLC2A1|TFRC|WIPF1|PTPN22,-2.9,0
0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,-3.1,0,0,0,-2.5,-3.7,-2.8,0,C0334538,M00000010001110,4,0,DisGeNET,35,"Epithelioid hemangioendothelioma, malignant",,-3.7,13,6.8,30304,29,311,4,1.3,0.64,238|2078|2313|5175,ALK|ERG|FLI1|PECAM1,-2.9,0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,-3.3,0,0,0,0,0,-3.7,0,0,0,0,0,0,0,C1510489,M10000010000000,2,0,DisGeNET,35,"Cerebral Amyloid Angiopathy, Hereditary",,-3.7,25,8.4,30304,19,188,3,1.6,0.91,3687|5788|26353,ITGAX|PTPRC|HSPB8,-2.9,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.7,0,0,0,0,0,0,0,C2677092,M00000010000000,1,0,DisGeNET,35,MYD88 Deficiency,,-3.7,25,8.4,30304,19,188,3,1.6,0.91,3606|7097|27185,IL18|TLR2|DISC1,-2.9,0
1,0,0,0,0,1,1,0,0,0,1,0,0,0,-3.2,0,0,0,0,-2,-2.1,0,0,0,-3.7,0,0,0,C0282488,M10000110001000,4,0,DisGeNET,35,Interstitial Cystitis,,-3.7,5.8,5.3,30304,122,298,7,2.3,0.88,1634|3635|3784|5175|5293|10320|51284,DCN|INPP5D|KCNQ1|PECAM1|PIK3CD|IKZF1|TLR7,-2.9,0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-3.7,0,0,0,0,0,0,0,0,0,0,-2.9,0,C0022333,M01000000000010,2,0,DisGeNET,35,Jacksonian Seizure,,-3.7,9.3,6.1,30304,102,160,5,3.1,1.4,1268|2572|2897|6750|6925,CNR1|GAD2|GRIK1|SST|TCF4,-2.9,0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-3.7,0,0,0,0,0,0,0,0,0,0,-2.9,0,C0422850,M01000000000010,2,0,DisGeNET,35,"Seizures, Somatosensory",,-3.7,9.3,6.1,30304,102,160,5,3.1,1.4,1268|2572|2897|6750|6925,CNR1|GAD2|GRIK1|SST|TCF4,-2.9,0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-3.7,0,0,0,0,0,0,0,0,0,0,-2.9,0,C0422852,M01000000000010,2,0,DisGeNET,35,"Seizures, Auditory",,-3.7,9.3,6.1,30304,102,160,5,3.1,1.4,1268|2572|2897|6750|6925,CNR1|GAD2|GRIK1|SST|TCF4,-2.9,0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-3.7,0,0,0,0,0,0,0,0,0,0,-2.9,0,C0422853,M01000000000010,2,0,DisGeNET,35,Olfactory seizure,,-3.7,9.3,6.1,30304,102,160,5,3.1,1.4,1268|2572|2897|6750|6925,CNR1|GAD2|GRIK1|SST|TCF4,-2.9,0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-3.7,0,0,0,0,0,0,0,0,0,0,-2.9,0,C0422854,M01000000000010,2,0,DisGeNET,35,Gustatory seizure,,-3.7,9.3,6.1,30304,102,160,5,3.1,1.4,1268|2572|2897|6750|6925,CNR1|GAD2|GRIK1|SST|TCF4,-2.9,0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-3.7,0,0,0,0,0,0,0,0,0,0,-2.9,0,C0422855,M01000000000010,2,0,DisGeNET,35,Vertiginous seizure,,-3.7,9.3,6.1,30304,102,160,5,3.1,1.4,1268|2572|2897|6750|6925,CNR1|GAD2|GRIK1|SST|TCF4,-2.9,0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-3.7,0,0,0,0,0,0,0,0,0,0,-2.9,0,C0751056,M01000000000010,2,0,DisGeNET,35,Non-epileptic convulsion,,-3.7,9.3,6.1,30304,102,160,5,3.1,1.4,1268|2572|2897|6750|6925,CNR1|GAD2|GRIK1|SST|TCF4,-2.9,0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-3.7,0,0,0,0,0,0,0,0,0,0,-2.9,0,C0751110,M01000000000010,2,0,DisGeNET,35,Single Seizure,,-3.7,9.3,6.1,30304,102,160,5,3.1,1.4,1268|2572|2897|6750|6925,CNR1|GAD2|GRIK1|SST|TCF4,-2.9,0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-3.7,0,0,0,0,0,0,0,0,0,0,-2.9,0,C0751123,M01000000000010,2,0,DisGeNET,35,Atonic Absence Seizures,,-3.7,9.3,6.1,30304,102,160,5,3.1,1.4,1268|2572|2897|6750|6925,CNR1|GAD2|GRIK1|SST|TCF4,-2.9,0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-3.7,0,0,0,0,0,0,0,0,0,0,-2.9,0,C0751496,M01000000000010,2,0,DisGeNET,35,"Seizures, Sensory",,-3.7,9.3,6.1,30304,102,160,5,3.1,1.4,1268|2572|2897|6750|6925,CNR1|GAD2|GRIK1|SST|TCF4,-2.9,0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-3.7,0,0,0,0,0,0,0,0,0,0,-2.9,0,C3495874,M01000000000010,2,0,DisGeNET,35,Nonepileptic Seizures,,-3.7,9.3,6.1,30304,102,160,5,3.1,1.4,1268|2572|2897|6750|6925,CNR1|GAD2|GRIK1|SST|TCF4,-2.9,0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-3.7,0,0,0,0,0,0,0,0,0,0,-2.9,0,C4505436,M01000000000010,2,0,DisGeNET,35,Generalized Absence Seizures,,-3.7,9.3,6.1,30304,102,160,5,3.1,1.4,1268|2572|2897|6750|6925,CNR1|GAD2|GRIK1|SST|TCF4,-2.9,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,-3.5,0,0,0,0,0,0,0,0,0,-3.7,0,0,0,C0275524,M10000000001000,2,0,DisGeNET,35,Coinfection,,-3.7,4,4.8,30304,252,298,10,3.4,1,953|2697|4155|4780|5293|6352|6646|7402|7852|9332,ENTPD1|GJA1|MBP|NFE2L2|PIK3CD|CCL5|SOAT1|UTRN|CXCR4|CD163,-2.9,0
1,0,0,0,0,0,1,0,0,0,1,1,0,0,-3.7,0,0,0,0,0,-2.6,0,0,0,-2.6,-2,0,0,C0279628,M10000010001100,4,0,DisGeNET,35,Adenocarcinoma Of Esophagus,,-3.7,3.3,4.6,30304,468,259,13,5,1.4,390|558|602|718|958|1026|1508|2022|3965|5293|5742|6696|7045,RND3|AXL|BCL3|C3|CD40|CDKN1A|CTSB|ENG|LGALS9|PIK3CD|PTGS1|SPP1|TGFBI,-2.9,0
1,0,0,0,0,0,0,0,0,0,1,0,1,1,-2.4,0,0,0,0,0,0,0,0,0,-2.2,0,-3.7,-2.8,C0263454,M10000000001011,4,0,DisGeNET,35,Chloracne,,-3.7,13,6.8,30304,38,237,4,1.7,0.84,1524|3689|4780|79026,CX3CR1|ITGB2|NFE2L2|AHNAK,-2.9,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.7,0,0,C0750951,M00000000000100,1,0,DisGeNET,35,Lenticulostriate Disorders,,-3.7,24,8.2,30304,12,311,3,0.96,0.55,5155|5159|80704,PDGFB|PDGFRB|SLC19A3,-2.9,0
1,0,0,0,0,0,0,0,0,0,1,0,1,0,-3.7,0,0,0,0,0,0,0,0,0,-2.3,0,-2.6,0,C0238281,M10000000001010,3,0,DisGeNET,35,Middle Cerebral Artery Syndrome,,-3.7,13,6.8,30304,35,259,4,1.5,0.77,718|3329|3572|5327,C3|HSPD1|IL6ST|PLAT,-2.9,0
1,0,0,0,0,0,0,0,0,0,1,0,1,0,-3.7,0,0,0,0,0,0,0,0,0,-2.3,0,-2.6,0,C0740376,M10000000001010,3,0,DisGeNET,35,Middle Cerebral Artery Thrombosis,,-3.7,13,6.8,30304,35,259,4,1.5,0.77,718|3329|3572|5327,C3|HSPD1|IL6ST|PLAT,-2.9,0
1,0,0,0,0,0,0,0,0,0,1,0,1,0,-3.7,0,0,0,0,0,0,0,0,0,-2.3,0,-2.6,0,C0751845,M10000000001010,3,0,DisGeNET,35,Middle Cerebral Artery Embolus,,-3.7,13,6.8,30304,35,259,4,1.5,0.77,718|3329|3572|5327,C3|HSPD1|IL6ST|PLAT,-2.9,0
1,0,0,0,0,0,0,0,0,0,1,0,1,0,-3.7,0,0,0,0,0,0,0,0,0,-2.3,0,-2.6,0,C0751846,M10000000001010,3,0,DisGeNET,35,Left Middle Cerebral Artery Infarction,,-3.7,13,6.8,30304,35,259,4,1.5,0.77,718|3329|3572|5327,C3|HSPD1|IL6ST|PLAT,-2.9,0
1,0,0,0,0,0,0,0,0,0,1,0,1,0,-3.7,0,0,0,0,0,0,0,0,0,-2.3,0,-2.6,0,C0751847,M10000000001010,3,0,DisGeNET,35,"Embolic Infarction, Middle Cerebral Artery",,-3.7,13,6.8,30304,35,259,4,1.5,0.77,718|3329|3572|5327,C3|HSPD1|IL6ST|PLAT,-2.9,0
1,0,0,0,0,0,0,0,0,0,1,0,1,0,-3.7,0,0,0,0,0,0,0,0,0,-2.3,0,-2.6,0,C0751848,M10000000001010,3,0,DisGeNET,35,"Thrombotic Infarction, Middle Cerebral Artery",,-3.7,13,6.8,30304,35,259,4,1.5,0.77,718|3329|3572|5327,C3|HSPD1|IL6ST|PLAT,-2.9,0
1,0,0,0,0,0,0,0,0,0,1,0,1,0,-3.7,0,0,0,0,0,0,0,0,0,-2.3,0,-2.6,0,C0751849,M10000000001010,3,0,DisGeNET,35,Right Middle Cerebral Artery Infarction,,-3.7,13,6.8,30304,35,259,4,1.5,0.77,718|3329|3572|5327,C3|HSPD1|IL6ST|PLAT,-2.9,0
0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,-2.8,-2.2,0,0,0,0,0,0,0,-3.7,-2.2,0,0,C0346429,M01100000001100,4,0,DisGeNET,35,Multiple malignancy,,-3.7,5,5.1,30304,163,298,8,2.7,0.94,960|2078|4651|5293|6663|6925|8202|10859,CD44|ERG|MYO10|PIK3CD|SOX10|TCF4|NCOA3|LILRB1,-2.9,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.7,0,0,0,0,0,0,0,0,0,0,0,0,C0206093,M01000000000000,1,0,DisGeNET,35,Neuroectodermal Tumors,,-3.7,14,6.8,30304,56,160,4,2.5,1.2,429|3479|6750|7975,ASCL1|IGF1|SST|MAFK,-2.9,0
1,1,0,0,0,0,0,0,0,0,1,0,1,1,-3,-3.2,0,0,0,0,0,0,0,0,-3.7,0,-2.2,-2.2,C0014556,M11000000001011,5,0,DisGeNET,35,"Epilepsy, Temporal Lobe",,-3.7,3.4,4.6,30304,354,298,12,4,1.1,1508|2555|2697|3091|4088|4155|4780|4988|6506|7132|7852|23191,CTSB|GABRA2|GJA1|HIF1A|SMAD3|MBP|NFE2L2|OPRM1|SLC1A2|TNFRSF1A|CXCR4|CYFIP1,-2.9,0
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-3.6,0,0,-2.1,0,0,0,0,C0337438,M00000010010000,2,0,DisGeNET,35,Glucose measurement,,-3.6,9.2,6.1,30304,88,188,5,2.7,1.2,463|3784|6934|169792|220963,ZFHX3|KCNQ1|TCF7L2|GLIS3|SLC16A9,-2.9,0
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-3.6,0,0,-2.1,0,0,0,0,C0495706,M00000010010000,2,0,DisGeNET,35,elevated blood glucose level,,-3.6,9.2,6.1,30304,88,188,5,2.7,1.2,463|3784|6934|169792|220963,ZFHX3|KCNQ1|TCF7L2|GLIS3|SLC16A9,-2.9,0
0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,-2.3,0,0,0,-3.6,0,-2,0,C0543697,M00000010001010,3,0,DisGeNET,35,Mixed cryoglobulinemia,,-3.6,9.1,6,30304,56,298,5,1.7,0.74,604|960|3123|3687|4855,BCL6|CD44|HLA-DRB1|ITGAX|NOTCH4,-2.9,0
0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,-2.9,0,0,0,0,0,0,0,0,-3.6,-2.4,-3.2,0,C0595921,M01000000001110,4,0,DisGeNET,35,Intraocular pressure disorder,,-3.6,3.7,4.7,30304,303,298,11,3.7,1.1,2078|3091|3490|4651|4780|5175|5293|5742|6515|64778|84898,ERG|HIF1A|IGFBP7|MYO10|NFE2L2|PECAM1|PIK3CD|PTGS1|SLC2A3|FNDC3B|PLXDC2,-2.9,0
