_MEMBER_AD.Micro,_MEMBER_AD.OPC,_MEMBER_AD.Oligo,_MEMBER_Control.Micro,_MEMBER_Control.Oligo,_LogP_AD.Micro,_LogP_AD.OPC,_LogP_AD.Oligo,_LogP_Control.Micro,_LogP_Control.Oligo,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
0,0,0,1,0,0,0,0,-3.6,0,C0020981,M00010,1,0,DisGeNET,35,Angioimmunoblastic Lymphadenopathy,,-3.6,13,6.8,30304,109,83,4,4.8,2.4,896|953|5293|6850,CCND3|ENTPD1|PIK3CD|SYK,-2.1,0
0,0,0,1,0,0,0,0,-3.6,0,C0038362,M00010,1,0,DisGeNET,35,Stomatitis,,-3.6,13,6.8,30304,109,83,4,4.8,2.4,5293|5468|8942|64859,PIK3CD|PPARG|KYNU|NABP1,-2.1,0
0,0,1,0,0,0,0,-3.6,0,0,C0007282,M00100,1,0,DisGeNET,35,Carotid Stenosis,,-3.6,5.7,5.3,30304,135,274,7,2.6,0.95,972|3606|4780|6653|6696|7097|7903,CD74|IL18|NFE2L2|SORL1|SPP1|TLR2|ST8SIA4,-2.1,0
0,0,1,0,1,0,0,-3.6,0,-2,C4551686,M00101,2,0,DisGeNET,35,Malignant neoplasm of soft tissue,,-3.6,2.7,4.3,30304,699,274,17,6.2,1.5,1326|1436|2120|2313|2353|3516|3684|4205|4773|4780|5925|6239|6774|55534|83666|84441|118788,MAP3K8|CSF1R|ETV6|FLI1|FOS|RBPJ|ITGAM|MEF2A|NFATC2|NFE2L2|RB1|RREB1|STAT3|MAML3|PARP9|MAML2|PIK3AP1,-2.1,0
0,0,1,0,0,0,0,-3.6,0,0,C0349639,M00100,1,0,DisGeNET,35,Juvenile Myelomonocytic Leukemia,,-3.6,4.9,5.1,30304,179,274,8,2.9,1,2120|3587|3635|3660|5966|6774|10019|55824,ETV6|IL10RA|INPP5D|IRF2|REL|STAT3|SH2B3|PAG1,-2.1,0
0,0,1,1,0,0,0,-2.6,-3.6,0,C0151468,M00110,2,0,DisGeNET,35,Thyroid Gland Follicular Adenoma,,-3.6,9,6,30304,202,83,5,6,2.6,678|3689|5293|5468|7038,ZFP36L2|ITGB2|PIK3CD|PPARG|TG,-2.1,0
0,0,1,0,0,0,0,-3.6,0,0,C0028259,M00100,1,0,DisGeNET,35,Nodule,,-3.6,4,4.8,30304,278,274,10,3.6,1.1,558|860|1508|3684|3689|4286|5552|6696|7038|7097,AXL|RUNX2|CTSB|ITGAM|ITGB2|MITF|SRGN|SPP1|TG|TLR2,-2.1,0
0,0,1,0,0,0,0,-3.6,0,0,C3900098,M00100,1,0,DisGeNET,35,Adult Myelodysplastic Syndrome,,-3.6,3.7,4.7,30304,332,274,11,4,1.2,1436|2120|2353|3115|4211|6774|7048|55824|57817|83478|84441,CSF1R|ETV6|FOS|HLA-DPB1|MEIS1|STAT3|TGFBR2|PAG1|HAMP|ARHGAP24|MAML2,-2.1,0
0,0,0,1,0,0,0,0,-3.6,0,C0748607,M00010,1,0,DisGeNET,35,Recurrent seizure,,-3.6,25,8.3,30304,44,83,3,3.6,2,3784|5293|5468,KCNQ1|PIK3CD|PPARG,-2.1,0
0,0,1,1,0,0,0,-3.3,-3.6,0,C0020445,M00110,2,0,DisGeNET,35,"Hypercholesterolemia, Familial",,-3.6,9,6,30304,203,83,5,6,2.6,3059|3689|4973|6653|7133,HCLS1|ITGB2|OLR1|SORL1|TNFRSF1B,-2.1,0
1,0,1,0,0,-3.6,0,-2.1,0,0,C0043144,M10100,2,0,DisGeNET,35,Wheezing,,-3.6,25,8.3,30304,132,28,3,11,5.8,6352|6778|22806,CCL5|STAT6|IKZF3,-2.1,0
0,0,1,0,0,0,0,-3.6,0,0,C0011989,M00100,1,0,DisGeNET,35,Camurati-Engelmann Syndrome,,-3.6,13,6.7,30304,34,274,4,1.5,0.72,4286|6916|7048|10019,MITF|TBXAS1|TGFBR2|SH2B3,-2.1,0
0,0,1,0,0,0,0,-3.6,0,0,C2939094,M00100,1,0,DisGeNET,35,Skin sensitisation,,-3.6,13,6.7,30304,34,274,4,1.5,0.72,942|1524|3606|4780,CD86|CX3CR1|IL18|NFE2L2,-2.1,0
0,0,1,0,0,0,0,-3.6,0,0,C1136085,M00100,1,0,DisGeNET,35,Monoclonal Gammapathies,,-3.6,8.9,6,30304,62,274,5,1.8,0.81,3572|3687|5925|6774|6850,IL6ST|ITGAX|RB1|STAT3|SYK,-2.1,0
0,0,1,0,0,0,0,-3.6,0,0,C4722327,M00100,1,0,DisGeNET,35,"PROSTATE CANCER, HEREDITARY, 1",,-3.6,8.9,6,30304,62,274,5,1.8,0.81,395|1794|5452|8537|9289,ARHGAP6|DOCK2|POU2F2|BCAS1|ADGRG1,-2.1,0
0,0,1,0,0,0,0,-3.6,0,0,C1704272,M00100,1,0,DisGeNET,35,Benign Prostatic Hyperplasia,,-3.6,2.6,4.3,30304,770,274,18,6.6,1.5,2|240|467|1326|1508|1902|2313|3587|3606|4481|4780|5337|6696|6774|7456|10301|83478|121512,A2M|ALOX5|ATF3|MAP3K8|CTSB|LPAR1|FLI1|IL10RA|IL18|MSR1|NFE2L2|PLD1|SPP1|STAT3|WIPF1|DLEU1|ARHGAP24|FGD4,-2.1,0
0,0,1,1,0,0,0,-3.6,-2.8,0,C1719672,M00110,2,0,DisGeNET,35,Severe Sepsis,,-3.6,4.9,5,30304,181,274,8,2.9,1,942|3122|3606|4780|7096|7097|7133|57817,CD86|HLA-DRA|IL18|NFE2L2|TLR1|TLR2|TNFRSF1B|HAMP,-2.1,0
0,0,1,0,0,0,0,-3.6,0,0,C0919747,M00100,1,0,DisGeNET,35,Cytokine storm,,-3.6,6.8,5.5,30304,97,274,6,2.2,0.88,3459|3572|3606|3684|3689|7097,IFNGR1|IL6ST|IL18|ITGAM|ITGB2|TLR2,-2.1,0
1,0,1,0,0,-3.6,0,-3.1,0,0,C0025286,M10100,2,0,DisGeNET,35,Meningioma,,-3.6,8.5,5.8,30304,634,28,5,18,7.2,864|960|969|2113|6778,RUNX3|CD44|CD69|ETS1|STAT6,-2.1,0
0,0,1,0,0,0,0,-3.6,0,0,C2347761,M00100,1,0,DisGeNET,35,Childhood Myelodysplastic Syndrome,,-3.6,3.6,4.6,30304,335,274,11,4,1.2,1436|2120|2353|3115|4211|6774|7048|55824|57817|83478|84441,CSF1R|ETV6|FOS|HLA-DPB1|MEIS1|STAT3|TGFBR2|PAG1|HAMP|ARHGAP24|MAML2,-2.1,0
0,0,1,0,0,0,0,-3.6,0,0,C3887645,M00100,1,0,DisGeNET,35,Job Syndrome,,-3.6,13,6.6,30304,35,274,4,1.5,0.72,6696|6774|7097|81704,SPP1|STAT3|TLR2|DOCK8,-2,0
0,0,1,0,0,0,0,-3.6,0,0,C0428472,M00100,1,0,DisGeNET,35,Serum HDL cholesterol measurement,,-3.6,3.9,4.7,30304,283,274,10,3.6,1.1,395|3572|3587|4067|6518|7046|7096|9306|10135|10257,ARHGAP6|IL6ST|IL10RA|LYN|SLC2A5|TGFBR1|TLR1|SOCS6|NAMPT|ABCC4,-2,0
0,0,1,1,0,0,0,-2,-3.6,0,C4721532,M00110,2,0,DisGeNET,35,"Lymphoma, Non-Hodgkin, Familial",,-3.6,5.5,5.1,30304,462,83,7,8.4,3.1,695|896|3587|5293|7096|7133|25816,BTK|CCND3|IL10RA|PIK3CD|TLR1|TNFRSF1B|TNFAIP8,-2,0
0,0,1,0,0,0,0,-3.6,0,0,C1333015,M00100,1,0,DisGeNET,35,Childhood Kidney Wilms Tumor,,-3.6,3.6,4.6,30304,338,274,11,4,1.2,2313|3394|3784|4780|5336|5788|5925|6546|6774|8569|83478,FLI1|IRF8|KCNQ1|NFE2L2|PLCG2|PTPRC|RB1|SLC8A1|STAT3|MKNK1|ARHGAP24,-2,0
0,0,1,0,0,0,0,-3.5,0,0,C0016059,M00100,1,0,DisGeNET,35,Fibrosis,,-3.5,4.8,4.9,30304,184,274,8,2.9,1,1524|3459|3572|6696|6774|7048|7100|56034,CX3CR1|IFNGR1|IL6ST|SPP1|STAT3|TGFBR2|TLR5|PDGFC,-2,0
0,0,1,0,0,0,0,-3.5,0,0,C1336076,M00100,1,0,DisGeNET,35,Sporadic Breast Carcinoma,,-3.5,4.8,4.9,30304,184,274,8,2.9,1,3606|5629|5925|7046|7048|7100|7133|83478,IL18|PROX1|RB1|TGFBR1|TGFBR2|TLR5|TNFRSF1B|ARHGAP24,-2,0
0,0,1,0,0,0,0,-3.5,0,0,C0600040,M00100,1,0,DisGeNET,35,Chronic interstitial cystitis,,-3.5,8.6,5.8,30304,64,274,5,1.8,0.81,313|3566|3635|3784|8569,AOAH|IL4R|INPP5D|KCNQ1|MKNK1,-2,0
0,0,1,1,0,0,0,-3.1,-3.5,0,C0004030,M00110,2,0,DisGeNET,35,Aspergillosis,,-3.5,23,8,30304,47,83,3,3.6,2,695|7096|64581,BTK|TLR1|CLEC7A,-2,0
0,1,1,0,0,0,-2.7,-3.5,0,0,C0740858,M01100,2,0,DisGeNET,35,Substance abuse problem,,-3.5,4.8,4.9,30304,185,274,8,2.9,1,2120|3983|5137|5583|6886|8569|10257|83666,ETV6|ABLIM1|PDE1C|PRKCH|TAL1|MKNK1|ABCC4|PARP9,-2,0
0,0,1,0,0,0,0,-3.5,0,0,C2609414,M00100,1,0,DisGeNET,35,Acute kidney injury,,-3.5,4.8,4.9,30304,185,274,8,2.9,1,2|240|718|4780|5925|6556|6696|7097,A2M|ALOX5|C3|NFE2L2|RB1|SLC11A1|SPP1|TLR2,-2,0
0,0,1,1,0,0,0,-3.1,-3.5,0,C0011269,M00110,2,0,DisGeNET,35,"Dementia, Vascular",,-3.5,8.6,5.8,30304,212,83,5,6,2.6,5293|5341|5468|6850|93986,PIK3CD|PLEK|PPARG|SYK|FOXP2,-2,0
0,0,1,0,0,0,0,-3.5,0,0,C0206708,M00100,1,0,DisGeNET,35,Cervical Intraepithelial Neoplasia,,-3.5,3.3,4.5,30304,398,274,12,4.4,1.2,942|953|2180|4780|5452|5682|5925|6774|7046|7097|7133|54504,CD86|ENTPD1|ACSL1|NFE2L2|POU2F2|PSMA1|RB1|STAT3|TGFBR1|TLR2|TNFRSF1B|CPVL,-2,0
0,0,1,1,0,0,0,-3.5,-2.1,0,C0553723,M00110,2,0,DisGeNET,35,Squamous cell carcinoma of skin,,-3.5,3.1,4.4,30304,458,274,13,4.7,1.3,467|718|3516|4780|6774|6886|7046|7048|7402|8942|23191|55824|83478,ATF3|C3|RBPJ|NFE2L2|STAT3|TAL1|TGFBR1|TGFBR2|UTRN|KYNU|CYFIP1|PAG1|ARHGAP24,-2,0
0,0,1,0,0,0,0,-3.5,0,0,C4331921,M00100,1,0,DisGeNET,35,Obesity-Associated Insulin Resistance,,-3.5,12,6.5,30304,36,274,4,1.5,0.72,3606|3687|4780|6696,IL18|ITGAX|NFE2L2|SPP1,-2,0
0,0,1,0,0,0,0,-3.5,0,0,C0006848,M00100,1,0,DisGeNET,35,Mucocutaneous candidiasis,,-3.5,22,7.8,30304,15,274,3,1.1,0.63,6774|64581|81704,STAT3|CLEC7A|DOCK8,-2,0
0,0,1,0,0,0,0,-3.5,0,0,C0205699,M00100,1,0,DisGeNET,35,Carcinomatosis,,-3.5,4.8,4.9,30304,186,274,8,2.9,1,972|2180|3572|5925|6319|6774|7048|9019,CD74|ACSL1|IL6ST|RB1|SCD|STAT3|TGFBR2|MPZL1,-2,0
0,0,1,0,0,0,0,-3.5,0,0,C1301034,M00100,1,0,DisGeNET,35,Pancreatic intraepithelial neoplasia,,-3.5,4.8,4.9,30304,186,274,8,2.9,1,240|1524|3572|4211|4780|6774|7097|8202,ALOX5|CX3CR1|IL6ST|MEIS1|NFE2L2|STAT3|TLR2|NCOA3,-2,0
1,0,1,1,0,-3.5,0,-3.5,-2.1,0,C1879321,M10110,3,0,DisGeNET,35,Acute Myeloid Leukemia (AML-M2),,-3.5,23,7.9,30304,143,28,3,11,5.8,864|960|4603,RUNX3|CD44|MYBL1,-2,0
0,0,1,0,0,0,0,-3.5,0,0,C0010200,M00100,1,0,DisGeNET,35,Coughing,,-3.5,4.2,4.8,30304,235,274,9,3.3,1.1,3115|3566|6556|6774|7048|9497|29760|64581|83666,HLA-DPB1|IL4R|SLC11A1|STAT3|TGFBR2|SLC4A7|BLNK|CLEC7A|PARP9,-2,0
0,0,1,0,0,0,0,-3.5,0,0,C0018965,M00100,1,0,DisGeNET,35,Hematuria,,-3.5,4.2,4.8,30304,235,274,9,3.3,1.1,718|1524|2353|3115|4643|5052|6696|6774|64581,C3|CX3CR1|FOS|HLA-DPB1|MYO1E|PRDX1|SPP1|STAT3|CLEC7A,-2,0
0,0,1,1,0,0,0,-3,-3.5,0,C0035288,M00110,2,0,DisGeNET,35,"Reticuloendotheliosis, X-linked",,-3.5,23,7.9,30304,48,83,3,3.6,2,695|5468|7133,BTK|PPARG|TNFRSF1B,-2,0
0,1,0,0,0,0,-3.5,0,0,0,C0003862,M01000,1,0,DisGeNET,35,Arthralgia,,-3.5,12,6.4,30304,248,40,4,10,4.7,1297|1301|10090|23034,COL9A1|COL11A1|UST|SAMD4A,-2,0
0,1,1,1,0,0,-3.5,-2.7,-2.3,0,C1510472,M01110,3,0,DisGeNET,35,Drug Dependence,,-3.5,12,6.4,30304,248,40,4,10,4.7,2917|11278|23034|27185,GRM7|KLF12|SAMD4A|DISC1,-2,0
0,0,1,0,0,0,0,-3.5,0,0,C0852949,M00100,1,0,DisGeNET,35,Arteriopathic disease,,-3.5,6.6,5.4,30304,101,274,6,2.2,0.88,3606|6696|6774|7046|8832|25939,IL18|SPP1|STAT3|TGFBR1|CD84|SAMHD1,-2,0
0,0,1,0,0,0,0,-3.5,0,0,C0011265,M00100,1,0,DisGeNET,35,Presenile dementia,,-3.5,2.6,4.2,30304,718,274,17,6.2,1.5,2|571|920|1436|1508|3606|3635|3689|5336|5337|6319|6653|6696|7097|57817|79890|120892,A2M|BACH1|CD4|CSF1R|CTSB|IL18|INPP5D|ITGB2|PLCG2|PLD1|SCD|SORL1|SPP1|TLR2|HAMP|RIN3|LRRK2,-2,0
0,0,1,1,0,0,0,-3.5,-2.4,0,C0002874,M00110,2,0,DisGeNET,35,Aplastic Anemia,,-3.5,4.2,4.7,30304,237,274,9,3.3,1.1,677|1436|2120|3606|4773|4780|6774|6886|57817,ZFP36L1|CSF1R|ETV6|IL18|NFATC2|NFE2L2|STAT3|TAL1|HAMP,-2,0
0,0,1,0,0,0,0,-3.5,0,0,C0349566,M00100,1,0,DisGeNET,35,Squamous cell carcinoma of tongue,,-3.5,3.1,4.4,30304,462,274,13,4.7,1.3,467|942|1075|3059|3606|5052|5596|6696|6774|7100|7133|9839|10859,ATF3|CD86|CTSC|HCLS1|IL18|PRDX1|MAPK4|SPP1|STAT3|TLR5|TNFRSF1B|ZEB2|LILRB1,-2,0
0,0,1,0,0,0,0,-3.5,0,0,C0008313,M00100,1,0,DisGeNET,35,"Cholangitis, Sclerosing",,-3.5,4.7,4.9,30304,188,274,8,2.9,1,953|4261|4780|6774|8935|10019|81619|120892,ENTPD1|CIITA|NFE2L2|STAT3|SKAP2|SH2B3|TSPAN14|LRRK2,-2,0
0,0,0,1,0,0,0,0,-3.5,0,C0854135,M00010,1,0,DisGeNET,35,Pseudomonas aeruginosa infection,,-3.5,22,7.8,30304,49,83,3,3.6,2,1520|5468|6850,CTSS|PPARG|SYK,-2,0
0,0,1,1,0,0,0,-3.5,-2.6,0,C0038002,M00110,2,0,DisGeNET,35,Splenomegaly,,-3.5,3.5,4.5,30304,345,274,11,4,1.2,2353|3394|3459|4780|5788|6239|6916|7133|10019|55636|57817,FOS|IRF8|IFNGR1|NFE2L2|PTPRC|RREB1|TBXAS1|TNFRSF1B|SH2B3|CHD7|HAMP,-2,0
0,0,1,0,0,0,0,-3.5,0,0,C0023283,M00100,1,0,DisGeNET,35,"Leishmaniasis, Cutaneous",,-3.5,6.5,5.3,30304,102,274,6,2.2,0.88,2313|3566|4780|6556|7097|64581,FLI1|IL4R|NFE2L2|SLC11A1|TLR2|CLEC7A,-2,0
0,0,1,0,0,0,0,-3.5,0,0,C0221238,M00100,1,0,DisGeNET,35,Mesangial proliferative glomerulonephritis,,-3.5,12,6.4,30304,37,274,4,1.5,0.72,240|718|2889|4780,ALOX5|C3|RAPGEF1|NFE2L2,-2,0
0,0,1,0,0,0,0,-3.5,0,0,C0860040,M00100,1,0,DisGeNET,35,BCG infection,,-3.5,12,6.4,30304,37,274,4,1.5,0.72,3459|4261|6696|7097,IFNGR1|CIITA|SPP1|TLR2,-2,0
0,1,0,0,0,0,-3.5,0,0,0,C2930619,M01000,1,0,DisGeNET,35,Sex Differentiation Disorders,,-3.5,22,7.8,30304,103,40,3,7.5,4.2,2295|4214|23414,FOXF2|MAP3K1|ZFPM2,-2,0
0,0,1,0,0,0,0,-3.5,0,0,C0424678,M00100,1,0,DisGeNET,35,Lean body mass,,-3.5,5.4,5,30304,144,274,7,2.6,0.95,2120|2651|6546|10301|11214|79974|106614088,ETV6|GCNT2|SLC8A1|DLEU1|AKAP13|CPED1|MIR34AHG,-2,0
0,0,1,1,0,0,0,-3.4,-2.5,0,C0520459,M00110,2,0,DisGeNET,35,Necrotizing Enterocolitis,,-3.4,6.4,5.3,30304,103,274,6,2.2,0.88,409|3566|3606|7096|7097|7100,ARRB2|IL4R|IL18|TLR1|TLR2|TLR5,-1.9,0
0,0,1,1,0,0,0,-2.3,-3.4,0,C0282488,M00110,2,0,DisGeNET,35,Interstitial Cystitis,,-3.4,12,6.4,30304,122,83,4,4.8,2.4,3784|5293|5468|10320,KCNQ1|PIK3CD|PPARG|IKZF1,-1.9,0
0,0,1,0,0,0,0,-3.4,0,0,C0025289,M00100,1,0,DisGeNET,35,Meningitis,,-3.4,4.6,4.8,30304,191,274,8,2.9,1,3115|3606|6556|6774|6938|7097|7456|29760,HLA-DPB1|IL18|SLC11A1|STAT3|TCF12|TLR2|WIPF1|BLNK,-1.9,0
1,0,1,0,0,-2,0,-3.4,0,0,C0279628,M10100,2,0,DisGeNET,35,Adenocarcinoma Of Esophagus,,-3.4,3.1,4.3,30304,468,274,13,4.7,1.3,558|718|1508|1794|2289|3606|5321|6696|6774|7097|7182|55824|83478,AXL|C3|CTSB|DOCK2|FKBP5|IL18|PLA2G4A|SPP1|STAT3|TLR2|NR2C2|PAG1|ARHGAP24,-1.9,0
0,0,1,0,0,0,0,-3.4,0,0,C0162309,M00100,1,0,DisGeNET,35,Adrenoleukodystrophy,,-3.4,3.8,4.5,30304,294,274,10,3.6,1.1,29|409|4780|6696|6774|7097|7903|9839|10135|57817,ABR|ARRB2|NFE2L2|SPP1|STAT3|TLR2|ST8SIA4|ZEB2|NAMPT|HAMP,-1.9,0
0,1,0,0,0,0,-3.4,0,0,0,C0476273,M01000,1,0,DisGeNET,35,Respiratory distress,,-3.4,12,6.3,30304,259,40,4,10,4.7,5332|5396|23414|27185,PLCB4|PRRX1|ZFPM2|DISC1,-1.9,0
0,0,1,1,0,0,0,-3.4,-2.5,0,C0040147,M00110,2,0,DisGeNET,35,Thyroiditis,,-3.4,6.4,5.3,30304,104,274,6,2.2,0.88,3606|5052|6774|7038|7097|55636,IL18|PRDX1|STAT3|TG|TLR2|CHD7,-1.9,0
0,0,1,0,0,0,0,-3.4,0,0,C1565662,M00100,1,0,DisGeNET,35,Acute Kidney Insufficiency,,-3.4,6.4,5.3,30304,104,274,6,2.2,0.88,2|718|4780|6556|6696|7097,A2M|C3|NFE2L2|SLC11A1|SPP1|TLR2,-1.9,0
0,0,1,0,0,0,0,-3.4,0,0,C0699744,M00100,1,0,DisGeNET,35,Infection of ear,,-3.4,21,7.5,30304,16,274,3,1.1,0.63,3115|7097|81704,HLA-DPB1|TLR2|DOCK8,-1.9,0
0,0,1,0,0,0,0,-3.4,0,0,C1855853,M00100,1,0,DisGeNET,35,Impaired platelet aggregation,,-3.4,21,7.5,30304,16,274,3,1.1,0.63,2313|5321|10019,FLI1|PLA2G4A|SH2B3,-1.9,0
0,0,1,0,0,0,0,-3.4,0,0,C4551482,M00100,1,0,DisGeNET,35,Adams-Oliver syndrome 1,,-3.4,21,7.5,30304,16,274,3,1.1,0.63,3516|7046|7048,RBPJ|TGFBR1|TGFBR2,-1.9,0
1,0,0,0,0,-3.4,0,0,0,0,C0149630,M10000,1,0,DisGeNET,35,Bicuspid aortic valve,,-3.4,21,7.6,30304,153,28,3,11,5.8,3702|4091|55784,ITK|SMAD6|MCTP2,-1.9,0
0,0,1,0,0,0,0,-3.4,0,0,C0023479,M00100,1,0,DisGeNET,35,Acute myelomonocytic leukemia,,-3.4,6.3,5.2,30304,105,274,6,2.2,0.88,860|1436|3109|3684|55824|137196,RUNX2|CSF1R|HLA-DMB|ITGAM|PAG1|CCDC26,-1.9,0
0,0,0,0,1,0,0,0,0,-3.4,C0235031,M00001,1,0,DisGeNET,35,Neurologic Symptoms,,-3.4,21,7.5,30304,233,19,3,16,8.4,2670|5621|6663,GFAP|PRNP|SOX10,-1.9,0
0,0,1,1,0,0,0,-2.7,-3.4,0,C0002170,M00110,2,0,DisGeNET,35,Alopecia,,-3.4,5.2,4.9,30304,491,83,7,8.4,3.1,695|3122|4478|5468|7096|7133|11326,BTK|HLA-DRA|MSN|PPARG|TLR1|TNFRSF1B|VSIG4,-1.9,0
1,0,1,0,0,-2.6,0,-3.4,0,0,C1397307,M10100,2,0,DisGeNET,35,Cardiac fibrosis,,-3.4,3.7,4.5,30304,297,274,10,3.6,1.1,467|3109|4205|4286|4780|6696|6774|7046|7048|7097,ATF3|HLA-DMB|MEF2A|MITF|NFE2L2|SPP1|STAT3|TGFBR1|TGFBR2|TLR2,-1.9,0
0,0,1,0,0,0,0,-3.4,0,0,C0271160,M00100,1,0,DisGeNET,35,Cortical cataract,,-3.4,8,5.6,30304,69,274,5,1.8,0.81,467|2289|4780|6774|64805,ATF3|FKBP5|NFE2L2|STAT3|P2RY12,-1.9,0
0,0,0,0,1,0,0,0,0,-3.4,C0026838,M00001,1,0,DisGeNET,35,Muscle Spasticity,,-3.4,11,6.1,30304,580,19,4,21,9.4,2670|5621|6663|79152,GFAP|PRNP|SOX10|FA2H,-1.9,0
0,0,1,1,0,0,0,-2.2,-3.4,0,C0040021,M00110,2,0,DisGeNET,35,Thromboangiitis Obliterans,,-3.4,11,6.2,30304,127,83,4,4.8,2.4,5293|5468|6850|7038,PIK3CD|PPARG|SYK|TG,-1.9,0
0,0,1,0,0,0,0,-3.4,0,0,C0278762,M00100,1,0,DisGeNET,35,Adult Diffuse Large Cell Lymphoma,,-3.4,11,6.2,30304,39,274,4,1.5,0.72,3687|5966|6774|83478,ITGAX|REL|STAT3|ARHGAP24,-1.9,0
0,0,1,0,0,0,0,-3.4,0,0,C0278840,M00100,1,0,DisGeNET,35,Childhood Diffuse Large Cell Lymphoma,,-3.4,11,6.2,30304,39,274,4,1.5,0.72,3687|5966|6774|83478,ITGAX|REL|STAT3|ARHGAP24,-1.9,0
0,0,1,0,0,0,0,-3.4,0,0,C1332309,M00100,1,0,DisGeNET,35,Anti-Basement Membrane Glomerulonephritis,,-3.4,11,6.2,30304,39,274,4,1.5,0.72,1436|1524|2889|6850,CSF1R|CX3CR1|RAPGEF1|SYK,-1.9,0
1,0,1,0,0,-2.8,0,-3.4,0,0,C3642347,M10100,2,0,DisGeNET,35,Basal-Like Breast Carcinoma,,-3.4,4.1,4.6,30304,245,274,9,3.3,1.1,972|2651|2885|4067|5321|6774|6850|7048|9020,CD74|GCNT2|GRB2|LYN|PLA2G4A|STAT3|SYK|TGFBR2|MAP3K14,-1.9,0
0,0,1,1,0,0,0,-3.4,-3.1,0,C0314719,M00110,2,0,DisGeNET,35,Dryness of eye,,-3.4,5.2,4.9,30304,149,274,7,2.6,0.95,1436|3122|3606|3684|3689|6774|57817,CSF1R|HLA-DRA|IL18|ITGAM|ITGB2|STAT3|HAMP,-1.9,0
0,0,1,0,0,0,0,-3.4,0,0,C3887551,M00100,1,0,DisGeNET,35,Memory dysfunction,,-3.4,7.9,5.5,30304,70,274,5,1.8,0.81,2353|4780|6774|7097|10135,FOS|NFE2L2|STAT3|TLR2|NAMPT,-1.9,0
0,0,0,1,0,0,0,0,-3.4,0,C1266050,M00010,1,0,DisGeNET,35,Poorly Differentiated Thyroid Carcinoma,,-3.4,20,7.4,30304,54,83,3,3.6,2,5293|5468|7038,PIK3CD|PPARG|TG,-1.9,0
0,0,1,1,0,0,0,-3.3,-3.1,0,C0085096,M00110,2,0,DisGeNET,35,Peripheral Vascular Diseases,,-3.3,5.2,4.9,30304,150,274,7,2.6,0.95,1524|3689|6696|6774|7133|10019|64805,CX3CR1|ITGB2|SPP1|STAT3|TNFRSF1B|SH2B3|P2RY12,-1.9,0
0,0,1,0,0,0,0,-3.3,0,0,C0001723,M00100,1,0,DisGeNET,35,"Affective Disorders, Psychotic",,-3.3,20,7.3,30304,17,274,3,1.1,0.63,2289|8935|27185,FKBP5|SKAP2|DISC1,-1.9,0
0,0,1,0,0,0,0,-3.3,0,0,C0041327,M00100,1,0,DisGeNET,35,"Tuberculosis, Pulmonary",,-3.3,3.4,4.4,30304,358,274,11,4,1.2,240|3115|3459|3606|3687|6556|6774|7096|7097|57817|83666,ALOX5|HLA-DPB1|IFNGR1|IL18|ITGAX|SLC11A1|STAT3|TLR1|TLR2|HAMP|PARP9,-1.9,0
0,0,1,1,1,0,0,-3.3,-2.2,-3.3,C0009241,M00111,3,0,DisGeNET,35,Cognition Disorders,,-3.3,2.7,4.1,30304,606,274,15,5.5,1.4,1524|3059|3606|3684|4780|6696|6774|7097|7133|10257|27185|55636|55824|93986|120892,CX3CR1|HCLS1|IL18|ITGAM|NFE2L2|SPP1|STAT3|TLR2|TNFRSF1B|ABCC4|DISC1|CHD7|PAG1|FOXP2|LRRK2,-1.9,0
0,0,1,0,0,0,0,-3.3,0,0,C0302486,M00100,1,0,DisGeNET,35,Erythrophagocytosis,,-3.3,11,6.1,30304,40,274,4,1.5,0.72,1508|4780|6556|55824,CTSB|NFE2L2|SLC11A1|PAG1,-1.9,0
0,0,1,0,0,0,0,-3.3,0,0,C0877445,M00100,1,0,DisGeNET,35,Candidemia,,-3.3,11,6.1,30304,40,274,4,1.5,0.72,965|7096|7097|64581,CD58|TLR1|TLR2|CLEC7A,-1.9,0
0,0,1,0,0,0,0,-3.3,0,0,C0003962,M00100,1,0,DisGeNET,35,Ascites,,-3.3,4.5,4.7,30304,198,274,8,2.9,1,2313|3516|5925|6696|6774|7048|7133|79651,FLI1|RBPJ|RB1|SPP1|STAT3|TGFBR2|TNFRSF1B|RHBDF2,-1.9,0
0,0,1,0,0,0,0,-3.3,0,0,C0023281,M00100,1,0,DisGeNET,35,Leishmaniasis,,-3.3,4.5,4.7,30304,198,274,8,2.9,1,942|1508|2313|3606|5596|6556|6696|7097,CD86|CTSB|FLI1|IL18|MAPK4|SLC11A1|SPP1|TLR2,-1.9,0
1,0,1,1,0,-2.9,0,-3.1,-3.3,0,C0280324,M10110,3,0,DisGeNET,35,Laryngeal Squamous Cell Carcinoma,,-3.3,5.1,4.8,30304,504,83,7,8.4,3.1,896|1730|3709|4478|5293|6850|64859,CCND3|DIAPH2|ITPR2|MSN|PIK3CD|SYK|NABP1,-1.9,0
