_MEMBER_SCZ_imp_1 - 94.0-96.0,_MEMBER_SCZ_imp_1 - 96.0-98.0,_MEMBER_SCZ_imp_1 - 98.0-100.0,_LogP_SCZ_imp_1 - 94.0-96.0,_LogP_SCZ_imp_1 - 96.0-98.0,_LogP_SCZ_imp_1 - 98.0-100.0,GO,Description,_PATTERN_,_RANK_,GiniIndex
0,0,1,0,0,-2.1,M196,PID IL23 PATHWAY,M001,1,0
0,1,0,0,-2.3,0,GO:0061437,renal system vasculature development,M010,1,0
0,1,0,0,-2.2,0,GO:0002274,myeloid leukocyte activation,M010,1,0
0,1,0,0,-2.3,0,GO:0097435,supramolecular fiber organization,M010,1,0
1,0,0,-3,0,0,R-HSA-112314,Neurotransmitter receptors and postsynaptic signal transmission,M100,1,0
0,0,1,0,0,-3.7,GO:0071407,cellular response to organic cyclic compound,M001,1,0
0,1,0,0,-2.2,0,GO:1903169,regulation of calcium ion transmembrane transport,M010,1,0
0,1,0,0,-2.6,0,GO:0035265,organ growth,M010,1,0
0,0,1,0,0,-4.3,WP4585,Cancer immunotherapy by PD 1 blockade,M001,1,0
0,0,1,0,0,-4.4,M54,PID IL12 2PATHWAY,M001,1,0
1,0,0,-2,0,0,GO:1901342,regulation of vasculature development,M100,1,0
0,1,0,0,-3,0,WP3680,Physico chemical features and toxicity associated pathways,M010,1,0
0,0,1,0,0,-2.4,GO:0050803,regulation of synapse structure or activity,M001,1,0
0,1,0,0,-2.5,0,GO:0051056,regulation of small GTPase mediated signal transduction,M010,1,0
0,0,1,0,0,-2.6,GO:0050867,positive regulation of cell activation,M001,1,0
0,0,1,0,0,-2.7,GO:0071385,cellular response to glucocorticoid stimulus,M001,1,0
1,0,0,-2.4,0,0,hsa05206,MicroRNAs in cancer,M100,1,0
0,0,1,0,0,-2,GO:0060074,synapse maturation,M001,1,0
0,1,0,0,-2,0,GO:0002448,mast cell mediated immunity,M010,1,0
1,0,0,-3.1,0,0,GO:0045821,positive regulation of glycolytic process,M100,1,0
0,1,0,0,-2.2,0,WP3927,BMP signaling in eyelid development,M010,1,0
0,0,1,0,0,-5.4,M272,PID CD8 TCR DOWNSTREAM PATHWAY,M001,1,0
0,0,1,0,0,-2.7,GO:0045165,cell fate commitment,M001,1,0
0,1,0,0,-3.2,0,M17200,SA B CELL RECEPTOR COMPLEXES,M010,1,0
1,0,0,-3.1,0,0,hsa04926,Relaxin signaling pathway,M100,1,0
0,0,1,0,0,-2.9,GO:0010720,positive regulation of cell development,M001,1,0
1,0,0,-2.2,0,0,WP4304,Oligodendrocyte specification and differentiation leading to myelin components for CNS,M100,1,0
0,1,0,0,-2.3,0,GO:0098609,cell-cell adhesion,M010,1,0
0,0,1,0,0,-4.8,R-HSA-8951671,RUNX3 regulates YAP1-mediated transcription,M001,1,0
1,0,0,-2.9,0,0,WP4223,Ras signaling,M100,1,0
0,0,1,0,0,-2,WP3851,TLR4 signaling and tolerance,M001,1,0
0,0,1,0,0,-2,GO:0019216,regulation of lipid metabolic process,M001,1,0
0,0,1,0,0,-2.4,GO:0050772,positive regulation of axonogenesis,M001,1,0
1,0,0,-2.1,0,0,hsa04664,Fc epsilon RI signaling pathway,M100,1,0
0,0,1,0,0,-2.4,GO:1903539,protein localization to postsynaptic membrane,M001,1,0
0,0,1,0,0,-3.3,GO:0010975,regulation of neuron projection development,M001,1,0
0,0,1,0,0,-4.6,GO:0007411,axon guidance,M001,1,0
1,0,0,-3.8,0,0,GO:0030855,epithelial cell differentiation,M100,1,0
0,0,1,0,0,-2.5,GO:0021988,olfactory lobe development,M001,1,0
0,1,0,0,-2.1,0,GO:1990868,response to chemokine,M010,1,0
0,1,0,0,-2.1,0,R-HSA-69231,Cyclin D associated events in G1,M010,1,0
0,0,1,0,0,-4.5,GO:0030217,T cell differentiation,M001,1,0
1,0,0,-2.2,0,0,GO:0003208,cardiac ventricle morphogenesis,M100,1,0
0,1,0,0,-2.4,0,WP1530,miRNA regulation of DNA damage response,M010,1,0
0,0,1,0,0,-4.1,GO:1904035,regulation of epithelial cell apoptotic process,M001,1,0
0,0,1,0,0,-2.4,GO:0021796,cerebral cortex regionalization,M001,1,0
1,0,0,-2.1,0,0,WP5426,HDAC6 interactions in the central nervous system,M100,1,0
0,0,1,0,0,-2,WP5333,Enterocyte cholesterol metabolism,M001,1,0
1,0,0,-2.7,0,0,GO:0061061,muscle structure development,M100,1,0
1,0,0,-2,0,0,GO:0043031,negative regulation of macrophage activation,M100,1,0
0,1,0,0,-2.6,0,hsa05221,Acute myeloid leukemia,M010,1,0
0,0,1,0,0,-2.2,GO:0095500,acetylcholine receptor signaling pathway,M001,1,0
1,0,0,-2.2,0,0,R-HSA-200425,Carnitine metabolism,M100,1,0
0,1,0,0,-2.1,0,WP75,Toll like receptor signaling pathway,M010,1,0
0,0,1,0,0,-2.3,GO:0032774,RNA biosynthetic process,M001,1,0
0,0,1,0,0,-2.1,M285,PID HNF3A PATHWAY,M001,1,0
0,0,1,0,0,-2,GO:0021756,striatum development,M001,1,0
1,0,0,-2.4,0,0,GO:0035270,endocrine system development,M100,1,0
0,1,0,0,-2.2,0,R-HSA-8939243,RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known,M010,1,0
0,0,1,0,0,-3.9,GO:2000628,regulation of miRNA metabolic process,M001,1,0
1,0,0,-2.1,0,0,WP2840,Hair follicle development cytodifferentiation part 3 of 3,M100,1,0
1,0,0,-2.2,0,0,hsa04014,Ras signaling pathway,M100,1,0
1,0,0,-2.5,0,0,WP400,p38 MAPK signaling pathway,M100,1,0
1,0,0,-2,0,0,R-HSA-500657,Presynaptic function of Kainate receptors,M100,1,0
1,0,0,-2.3,0,0,GO:0045913,positive regulation of carbohydrate metabolic process,M100,1,0
0,0,1,0,0,-3.1,GO:0052372,modulation by symbiont of entry into host,M001,1,0
0,1,0,0,-2.1,0,R-HSA-6791312,TP53 Regulates Transcription of Cell Cycle Genes,M010,1,0
1,0,0,-2.1,0,0,GO:1903580,positive regulation of ATP metabolic process,M100,1,0
1,0,0,-2.5,0,0,GO:0007188,adenylate cyclase-modulating G protein-coupled receptor signaling pathway,M100,1,0
0,1,0,0,-2.7,0,GO:0048738,cardiac muscle tissue development,M010,1,0
0,0,1,0,0,-3.7,M88,PID CD8 TCR PATHWAY,M001,1,0
0,0,1,0,0,-2.7,WP5331,Autophagy in pancreatic ductal adenocarcinoma,M001,1,0
0,0,1,0,0,-2.4,GO:0046847,filopodium assembly,M001,1,0
1,0,0,-3.6,0,0,GO:0007517,muscle organ development,M100,1,0
1,0,0,-2.9,0,0,GO:0001503,ossification,M100,1,0
0,1,0,0,-2.6,0,R-HSA-937061,TRIF (TICAM1)-mediated TLR4 signaling,M010,1,0
1,0,0,-2.4,0,0,R-HSA-8978868,Fatty acid metabolism,M100,1,0
0,0,1,0,0,-2.1,GO:0043010,camera-type eye development,M001,1,0
1,0,0,-2.3,0,0,hsa04725,Cholinergic synapse,M100,1,0
0,1,0,0,-2.2,0,R-HSA-450282,MAPK targets/ Nuclear events mediated by MAP kinases,M010,1,0
1,0,0,-2.4,0,0,WP1403,AMP activated protein kinase signaling,M100,1,0
1,0,0,-2.2,0,0,WP2571,Polycystic kidney disease pathway,M100,1,0
0,0,1,0,0,-2.4,GO:0050807,regulation of synapse organization,M001,1,0
0,0,1,0,0,-2.1,GO:0022030,telencephalon glial cell migration,M001,1,0
0,0,1,0,0,-2.7,GO:0009750,response to fructose,M001,1,0
1,0,0,-2.4,0,0,hsa04611,Platelet activation,M100,1,0
0,1,0,0,-2,0,GO:0150146,cell junction disassembly,M010,1,0
0,1,0,0,-2.1,0,GO:0034762,regulation of transmembrane transport,M010,1,0
0,1,0,0,-2.5,0,GO:0003206,cardiac chamber morphogenesis,M010,1,0
0,1,0,0,-2.1,0,GO:0050900,leukocyte migration,M010,1,0
1,0,0,-2.7,0,0,GO:0046850,regulation of bone remodeling,M100,1,0
0,0,1,0,0,-3.9,GO:0061564,axon development,M001,1,0
0,0,1,0,0,-3.9,GO:0045058,T cell selection,M001,1,0
1,0,0,-2.1,0,0,GO:0007189,adenylate cyclase-activating G protein-coupled receptor signaling pathway,M100,1,0
1,0,0,-2.4,0,0,GO:1901137,carbohydrate derivative biosynthetic process,M100,1,0
1,0,0,-2.7,0,0,GO:0002009,morphogenesis of an epithelium,M100,1,0
1,0,0,-2,0,0,GO:0060872,semicircular canal development,M100,1,0
